Mol,Temp,y,y_pred
119dime_489,298.15,-3.959904418,-3.8792138
026prop_100,293.15,-2.964212551,-2.8586617
041ethy_159,293.15,-5.359519232,-5.4289045
119dime_489,353.15,-2.254796641,-2.385559
046ethy_190,333.45,-2.937075869,-2.7886531
201cume_815,348.19,0.559195584,0.4084078
053tetr_227,283.15,-1.749795059,-1.6032684
050meth_212,343.35,-2.925833462,-2.7241848
115nmet_477,343.15,-2.398170633,-2.6735458
183vale_749,293.15,-3.656540036,-3.5580838
054trif_228,323.15,-3.497555485,-3.0973
133acet_570,304.15,-3.72288027,-3.32875
157mxyl_645,323.0,-0.311482525,-0.58157325
182trim_748,323.14,-0.095163263,-0.2217952
test3014,298.0,-9.15,-8.724823
119dime_489,303.15,-3.746287764,-3.6797616
166chlo_672,278.15,-1.464931029,-1.4453859
039dime_156,303.15,-2.632700108,-2.6684456
192tric_778,308.15,0.018570648,0.05183792
157mxyl_645,298.0,-0.719487341,-1.0085315
194pent_782,343.15,-0.411998029,-0.52547216
185acen_753,298.0,-3.121395587,-2.9466677
126nitr_529,343.15,-2.74771595,-2.960224
test1028,298.0,-6.2,-6.0046215
0038oxy_chloroform,298.0,-6.23,-5.567134
010brom_40,283.15,-0.898539451,-1.2046381
257dime_1010,298.15,-1.896982791,-2.1405618
0242dii_chloroform,298.0,-3.78,-4.066915
016nona_72,273.15,-5.233009639,-5.295557
150chlo_617,299.25,-0.020270222,-0.27704918
014pent_65,303.15,-2.428701651,-2.510827
pentafluoroethane_methanol,298.0,-1.59,-1.5754173
217buty_888,353.15,-2.879411546,-3.0161097
0114NNd,298.0,-7.58,-7.488675
050meth_212,333.25,-3.112198423,-2.9599385
123dibu_505,343.15,-1.393515627,-1.3895338
009hept_30,291.09,-4.452751923,-4.526902
272prop_1085,303.15,-0.845661304,-0.9479771
050meth_212,273.15,-4.699572637,-4.615469
088tolu_370,308.0,-0.586379221,-0.7918751
0204tet,298.0,0.05,-0.12026501
166chlo_672,288.15,-1.162818197,-1.2748983
120dibr_490,293.15,-2.057093493,-2.0810816
034dibr_137,303.15,-1.699905893,-1.7467523
104buty_415,353.35,-0.402062145,-0.35398924
199diet_798,353.25,-4.669306697,-4.555241
250nitr_991,303.15,-10.55175291,-9.907825
039dime_156,343.55,-1.714437823,-1.7948956
024chlo_95,373.15,1.433103607,1.5010889
272prop_1085,313.15,-0.661517444,-0.7920202
224benz_919,288.0,-4.346122766,-3.74288
217buty_888,373.15,-2.525550892,-2.6133504
249cycl_989,283.15,0.837365765,0.31619298
265dime_1062,303.15,-4.428958605,-4.0630293
196ethy_784,303.75,-1.9469473,-1.9115689
