Name,ρV,N br,,N db,,N bz,,N OH,,N ph,,N Hal,N eth,,,N ald,,N ket,,Δμ PW hyd,,Δμ GF  hyd,,Δμ SDC+PW hyd,,Δμhyd SDC+GF,,Δμhyd  exp,,
"1,1,1,2-tetrachloroethane",4.29,2,0,0,0,0,4,0,0,0,12.92,6.27,-3.42,-2.86,-1.28,b
"1,1,1-trichloroethane",3.86,2,0,0,0,0,3,0,0,0,11.71,5.53,-1.89,-1.49,-0.19,b
"1,1,2,2-tetrachloroethane",4.19,2,0,0,0,0,4,0,0,0,12.11,5.46,-4.07,-3.74,-2.47,b
"1,1,2-trichloroethane",3.77,1,0,0,0,0,3,0,0,0,8.99,2.90,-5.52,-5.57,-1.99,b
"1,1-dichloroethane",3.35,1,0,0,0,0,2,0,0,0,10.15,4.93,-1.64,-1.41,-0.85,b
"1,1-dichloroethene",3.20,1,1,0,0,0,2,0,0,0,11.44,6.92,-1.03,-0.75,0.25,b
"1,2,3,4-tetrachlorobenzene",5.13,4,0,1,0,0,4,0,0,0,11.88,3.66,-5.29,-4.19,-1.34,b
"1,2,3,5-tetrachlorobenzene",5.14,4,0,1,0,0,4,0,0,0,12.37,4.07,-4.81,-3.78,-1.62,b
"1,2,3-trichlorobenzene",4.75,3,0,1,0,0,3,0,0,0,12.09,4.60,-3.48,-2.50,-1.24,b
"1,2,4,5-tetrachlorobenzene",5.17,4,0,1,0,0,4,0,0,0,12.59,4.26,-4.64,-3.57,-1.34,b
"1,2,4-trichlorobenzene",4.83,3,0,1,0,0,3,0,0,0,12.90,5.31,-2.78,-1.74,-1.12,b
"1,2-dichlorobenzene",4.34,2,0,1,0,0,2,0,0,0,11.77,4.95,-2.14,-1.41,-1.41,b
"1,2-dichloroethane",3.34,0,0,0,0,0,2,0,0,0,10.03,4.66,-2.81,-3.07,-1.77,b
"1,2-dichloropropane",3.78,1,0,0,0,0,2,0,0,0,9.67,3.25,-2.76,-2.82,-1.27,b
"1,2-dimethoxyethane",4.01,0,0,0,0,0,0,2,0,0,8.10,0.09,-4.94,-5.19,-4.84,b
"1,2-ethanediol",2.53,0,0,0,2,0,0,0,0,0,-2.83,-11.81,-8.77,-8.64,-7.75,b
"1,3,5-trichlorobenzene",4.84,3,0,1,0,0,3,0,0,0,13.37,5.73,-2.33,-1.32,-0.78,b
"1,3-dichlorobenzene",4.39,2,0,1,0,0,2,0,0,0,12.46,5.58,-1.51,-0.75,-0.98,b
"1,3-dichloropropane",3.83,0,0,0,0,0,2,0,0,0,9.47,2.83,-4.11,-4.59,-1.90,b
"1,4-dichlorobenzene",4.40,2,0,1,0,0,2,0,0,0,12.52,5.62,-1.49,-0.70,-1.01,b
"1,4-dichloropentane",4.76,1,0,0,0,0,2,0,0,0,11.24,2.60,-2.67,-2.84,-2.32,b
"2,3-dimethylbuta-1,3-diene",4.04,2,2,0,0,0,0,0,0,0,11.35,4.72,1.95,2.52,0.40,b
2-butoxyethanol,4.85,0,0,0,1,0,0,1,0,0,5.23,-6.73,-6.64,-6.78,-6.26,b
2-chlorophenol,3.95,2,0,1,1,1,1,0,0,0,3.35,-5.35,-8.66,-8.59,-2.82,b
2-chlorotoluene,4.51,2,0,1,0,0,1,0,0,0,11.94,4.54,-0.12,0.68,-1.14,b
2-ethoxyethanol,3.82,0,0,0,1,0,0,1,0,0,3.22,-6.47,-7.09,-7.17,-6.70,b
2-methoxyphenol,4.29,2,0,1,1,1,0,1,0,0,2.25,-7.71,-9.85,-9.72,-5.58,b
"2-methylbuta-1,3-diene",3.65,1,2,0,0,0,0,0,0,0,11.01,5.25,1.13,1.42,0.68,b
2-methylstyrene,4.87,2,1,1,0,0,0,0,0,0,10.66,2.06,-0.77,-0.42,-1.24,b
2-phenylethanol,4.61,1,0,1,1,0,0,0,0,0,3.81,-7.25,-6.63,-6.72,-6.80,b
2-propoxyethanol,4.33,0,0,0,1,0,0,1,0,0,4.40,-6.37,-6.70,-6.75,-6.41,b
3-chlorophenol,4.00,2,0,1,1,1,1,0,0,0,4.95,-3.75,-7.13,-6.95,-6.61,b
3-hydroxybenzaldehyde,4.08,2,0,1,1,1,0,0,1,0,1.38,-8.71,-9.62,-9.55,-9.51,b
3-methoxyphenol,4.32,2,0,1,1,1,0,1,0,0,3.93,-6.01,-8.22,-7.99,-7.66,b
3-phenylpropanol,5.12,1,0,1,1,0,0,0,0,0,2.96,-9.42,-8.25,-8.57,-6.93,b
4-chloro-3-methylphenol,4.48,3,0,1,1,1,1,0,0,0,5.42,-4.38,-6.31,-5.89,-6.79,b
4-chlorophenol,4.03,2,0,1,1,1,1,0,0,0,5.08,-3.66,-7.04,-6.85,-7.04,b
4-hydroxybenzaldehyde,4.08,2,0,1,1,1,0,0,1,0,0.98,-9.15,-10.03,-9.98,-9.65,b
4-methoxyacetophenone,5.19,3,0,1,0,0,0,1,0,1,8.09,-2.29,-5.96,-5.34,-4.40,b
E-but-2-enal,3.37,0,1,0,0,0,0,0,1,0,7.04,0.77,-3.47,-3.47,-4.23,b
E-hex-2-enal,4.43,0,1,0,0,0,0,0,1,0,9.09,0.50,-3.01,-3.07,-3.68,b
E-oct-2-enal,5.43,0,1,0,0,0,0,0,1,0,10.58,-0.25,-3.04,-3.18,-3.44,b
acetophenone,4.47,2,0,1,0,0,0,0,0,1,7.59,-1.16,-4.75,-4.68,-4.54,b
allyl alcohol,2.88,0,1,0,1,0,0,0,0,0,1.81,-5.35,-6.31,-6.50,-5.10,b
benzyl alcohol,4.12,1,0,1,1,0,0,0,0,0,2.52,-7.21,-7.19,-6.99,-6.63,b
"buta-1,3-diene",3.20,0,2,0,0,0,0,0,0,0,10.47,5.62,0.20,0.12,0.61,b
chlorobenzene,4.01,1,0,1,0,0,1,0,0,0,11.44,5.11,-0.93,-0.46,-1.09,b
"cis-1,2-dichloroethene",3.12,0,1,0,0,0,2,0,0,0,9.47,4.83,-3.96,-4.28,-0.93,b
dichloromethane,2.84,0,0,0,0,0,2,0,0,0,8.93,4.63,-3.15,-3.43,-1.31,b
dimethoxymethane,3.52,0,0,0,0,0,0,2,0,0,6.66,-0.30,-5.63,-5.90,-2.97,b
ethyl phenyl ether,4.93,1,0,1,0,0,0,1,0,0,11.49,2.79,-1.87,-1.18,-2.22,b
"hexa-1,5-diene",4.27,0,2,0,0,0,0,0,0,0,12.45,5.28,0.57,0.46,1.01,b
methyl_phenyl_ether,4.37,1,0,1,0,0,0,1,0,0,10.33,2.74,-2.19,-1.59,-2.45,b
"penta-1,4-diene",3.76,0,2,0,0,0,0,0,0,0,11.74,5.73,0.62,0.58,0.93,b
pentachloroethane,4.70,3,0,0,0,0,5,0,0,0,14.01,6.77,-3.98,-3.11,-1.39,b
tetrachloroethene,4.08,2,1,0,0,0,4,0,0,0,13.88,8.09,-3.06,-2.41,0.10,b
tetrachloromethane,3.84,2,0,0,0,0,4,0,0,0,13.21,7.55,-2.45,-1.87,0.08,b
"trans-1,2-dichloroethene",3.17,0,1,0,0,0,2,0,0,0,10.85,6.18,-2.65,-2.90,-0.78,b
trichloroethene,3.63,1,1,0,0,0,3,0,0,0,12.13,6.87,-3.10,-2.91,-0.44,b
trichloromethane,3.36,1,0,0,0,0,3,0,0,0,10.95,5.84,-2.94,-2.88,-1.08,b
