Name,ρV,N br,,N db,,N bz,,N OH,,N ph,,N Hal,N eth,,,N ald,,N ket,,Δμ PW hyd,,Δμ GF  hyd,,Δμ SDC+PW hyd,,Δμhyd SDC+GF,,Δμhyd  exp,,
3-methylbutan-2-one',3.79,2,0,0,0,0,0,0,0,1,6.54,-1.04,-3.07,-2.9549,-3.25,a
butanone,3.41,1,0,0,0,0,0,0,0,1,6.39,-0.22,-3.72,-2.95,-3.71,a
hexan-2-one,4.46,1,0,0,0,0,0,0,0,1,8.43,-0.43,-3.26,-3.76,-3.29,a
pentan-2-one,3.93,1,0,0,0,0,0,0,0,1,7.43,-0.26,-3.46,-3.31,-3.52,a
pentan-3-one,3.96,1,0,0,0,0,0,0,0,1,7.23,-0.44,-3.71,-3.48,-3.41,a
propanone,2.87,1,0,0,0,0,0,0,0,1,5.55,0.06,-3.74,-3.63,-3.81,a
4-methylpentan-2-one,4.28,2,0,0,0,0,0,0,0,1,7.16,-1.64,-3.19,-3.24,-3.05,b
decan-2-one,6.48,1,0,0,0,0,0,0,0,1,11.55,-1.75,-3.20,-3.34,-2.34,b
heptan-2-one,4.96,1,0,0,0,0,0,0,0,1,9.16,-0.77,-3.29,-3.34,-3.04,b
nonan-2-one,5.98,1,0,0,0,0,0,0,0,1,10.83,-1.36,-3.16,-3.27,-2.50,b
nonan-5-one,6.02,1,0,0,0,0,0,0,0,1,11.09,-1.13,-2.96,-3.02,-2.65,b
octan-2-one,5.48,1,0,0,0,0,0,0,0,1,9.98,-1.06,-3.24,-3.30,-2.88,b
undecan-2-one,6.99,1,0,0,0,0,0,0,0,1,12.26,-2.12,-3.25,-3.40,-2.16,b
