Mol,Temp,y,y_pred
147hydr_614,293.15,-9.780971265,-9.544331
149etha_616,290.75,1.771503065,1.6060245
test1021,298.0,-1.5,-1.5381591
081hexa_332,273.15,-5.187169488,-5.423162
126nitr_529,288.15,-3.895754057,-3.9551358
018buta_84,313.15,-4.2195232,-4.0945964
080dich_331,291.15,-0.969544745,-0.90764296
003buta_12,293.15,2.006590062,1.6733778
245pyri_978,303.15,-4.576205356,-4.6371746
104buty_415,343.35,-0.546687775,-0.4192356
224benz_919,298.0,-4.137804958,-4.008545
063octa_255,353.25,-1.742059368,-1.8375336
209dich_853,308.15,-1.284488797,-1.4203223
0002eth,298.0,1.83,1.7158132
043hexa_167,298.0,-6.187724682,-6.1034956
122pipe_500,313.15,-6.670132914,-6.5884886
049ethy_202,293.15,-2.58512486,-2.5293639
106pent_428,372.25,3.89889081,3.7726367
217buty_888,333.15,-3.315406807,-3.2551098
044hept_177,292.65,-4.222557699,-4.230901
011pent_43,298.15,-4.533571514,-4.366576
test3019,298.0,-6.71,-6.700821
196ethy_784,312.95,-1.608175914,-1.6718585
132diet_563,353.25,-2.073484356,-2.0353236
135dich_572,288.15,-3.740361212,-4.4043446
070prop_277,279.15,-2.965811048,-2.8398116
125dibu_519,313.45,-0.437294034,-0.047476053
129naph_551,288.3,-2.701223797,-2.7855453
016nona_72,303.15,-3.606983178,-3.4587026
232meth_949,283.15,-6.386075523,-6.1202
220tric_899,308.15,-0.349078486,-0.5487639
222meth_906,332.05,-3.032703739,-2.8450184
0171Zdi,298.0,-1.17,-1.3365426
011pent_43,353.15,-2.956979788,-2.7909038
190pxyl_776,308.0,-0.431182611,-0.48070133
0097pro_chloroform,298.0,-6.35,-5.510276
080dich_331,273.15,-1.449839851,-1.0904697
111prop_455,293.15,-3.596471076,-3.6206992
207anis_848,323.35,-2.034463058,-2.4742262
069meth_276,303.15,-2.568507739,-2.853342
124meth_515,343.35,-3.365410743,-3.4381244
188pent_765,273.15,-5.054274482,-5.000239
190pxyl_776,273.15,-1.46014369,-1.2423342
149etha_616,322.25,2.351044335,2.001127
269chlo_1078,333.15,-0.329074248,-0.6153232
173buty_702,363.65,-0.960182773,-1.3014402
236ethy_953,353.15,-3.74932207,-3.984406
269chlo_1078,303.15,-0.701320571,-0.9998913
0229hyd,298.0,-6.26,-6.301794
test4001,298.0,-1.73,-1.1285429
154meth_632,312.65,-2.345963267,-2.236195
049ethy_202,323.15,-1.666417054,-1.7087193
201cume_815,353.39,0.642964589,0.5787647
010brom_40,303.15,-0.248982595,-0.39794517
259prop_1021,312.65,-1.698380824,-1.6675438
223octa_909,323.15,-5.097971252,-4.908765
108hexy_433,363.15,-2.237073506,-2.2423482
148chlo_615,291.15,-1.240317186,-1.317164
017etha_82,298.51,-6.845807778,-6.513707
102hexa_410,373.15,-1.86022859,-1.6718553
205hept_828,328.85,3.692994784,3.644694
003buta_12,308.15,2.395646254,2.0274913
222meth_906,294.15,-3.466482558,-3.2085457
016nona_72,353.45,-1.348117538,-1.5756054
174hexa_712,328.85,3.306787952,3.2310226
115nmet_477,303.15,-3.695654158,-3.7587936
175tetr_718,344.45,3.583819465,3.0520961
228dime_933,282.75,-6.878928577,-6.2978916
255cycl_1006,303.15,0.880409691,0.5648701
155npro_638,308.0,-0.209371134,-0.31196225
004isob_15,343.15,-2.582796653,-2.801968
172pent_692,309.65,-2.144967157,-2.1512556
173buty_702,323.15,-1.910155044,-1.9715666
206prop_838,273.15,-3.387435413,-3.0021334
245pyri_978,323.15,-4.145767065,-4.325238
032pipe_131,303.15,-4.932388313,-5.0195947
004isob_15,283.15,-3.655099148,-3.5198536
133acet_570,313.15,-3.512938714,-3.545535
217buty_888,323.15,-3.565724274,-3.5500095
254octa_1000,303.15,-4.210814862,-4.272232
191dime_777,332.8,-0.939296062,-0.9218919
018buta_84,348.15,-3.43691217,-3.3950486
060dibr_238,313.15,-1.76478814,-1.8968868
224benz_919,293.15,-4.252695406,-4.0950603
059dich_237,332.35,-0.559777961,-0.7107513
139dich_584,288.15,-4.528343898,-4.4282017
149etha_616,303.65,2.03951224,1.7768686
174hexa_712,303.15,2.684336021,2.531717
209dich_853,373.15,-0.224360242,-0.43829012
266dime_1063,283.0,2.37,2.2369916
test1013,298.0,-9.7,-9.725659
191dime_777,363.15,-0.58020681,-0.6358756
074octa_295,298.15,2.926395891,2.8066127
234brom_951,313.15,-1.156333491,-1.2943772
012prop_53,317.85,-4.295918919,-4.1364565
260ethy_1031,313.25,-1.715373553,-2.035633
004isob_15,363.15,-2.287973393,-2.5852804
087meth_361,313.15,-4.323560501,-4.556658
130nitr_552,328.15,-3.528524154,-3.5193248
0447pho,298.0,-6.27,-5.968833
263isob_1051,322.85,-3.376872043,-3.1465974
122pipe_500,323.15,-6.220981388,-6.226286
032pipe_131,373.15,-3.124536331,-3.3679104
044hept_177,363.35,-1.711317036,-1.9183514
171hept_682,273.15,-7.731990535,-6.977936
104buty_415,323.95,-1.075746271,-0.88060844
054trif_228,343.15,-3.058446305,-3.1087089
102hexa_410,343.15,-2.528210822,-2.2600267
209dich_853,363.15,-0.297609973,-0.5241947
163cycl_666,278.0,-0.19,-0.10082793
0574eth,298.0,-4.74,-4.763125
201cume_815,313.09,-0.177853695,-0.14505935
112bisc_456,304.15,-3.364367901,-3.5996299
052diet_222,353.15,-0.5225889,-0.40439153
105ethy_425,363.45,-2.047325142,-2.1986446
test4009,298.0,-0.46,-0.517501
124meth_515,363.65,-2.788684598,-2.9755993
241fluo_969,343.15,0.074933235,-0.16585326
148chlo_615,353.15,-0.615165123,-0.34407294
203pent_817,373.15,-2.711906835,-2.577671
0207tri_chloroform,298.0,-3.03,-2.932588
138isob_577,353.35,-1.057458389,-1.1939442
047prop_200,315.15,1.488846502,1.3519833
test1014,298.0,-9.0,-8.471798
171hept_682,293.15,-6.791657064,-6.1946707
133acet_570,282.15,-4.217515406,-4.214451
112bisc_456,343.75,-2.666383075,-2.918212
080dich_331,343.15,-0.135590616,-0.15886045
200meth_808,322.75,-3.569789126,-3.535269
235acet_952,313.15,-9.437698384,-8.927525
0426dcl,298.0,-5.22,-4.824277
174hexa_712,298.15,2.537811027,2.3899486
224benz_919,283.0,-4.471071859,-4.2548723
149etha_616,314.05,2.22038254,1.9057796
238form_957,318.15,-6.29056192,-6.011448
0119met_chloroform,298.0,-6.98,-6.245618
246meth_979,353.15,-5.522386502,-5.333498
081hexa_332,292.95,-4.294632076,-4.5099163
011pent_43,313.35,-3.996894224,-3.9227867
063octa_255,343.25,-2.061198793,-2.163257
152dime_628,283.15,-4.722342777,-4.6599174
036furf_139,352.15,-4.573441296,-4.295375
187diet_755,322.85,-4.727618977,-4.375979
040dime_157,313.25,2.838069331,2.6270454
103brom_414,273.15,-1.176487204,-1.1490828
223octa_909,288.15,-6.512060543,-6.2440166
0216amm_carbontet,298.0,-1.06,-1.1854796
169tric_679,273.15,-2.532516628,-2.6554
235acet_952,293.15,-9.891809289,-9.448104
