Mol,Temp,y,y_pred
096meth_391,313.45,-3.401638685,-3.3249333
099prop_404,304.65,2.148689035,2.0448327
242tric_970,353.15,0.691091524,0.32440805
128isop_541,303.45,-2.209581923,-1.6684965
269chlo_1078,343.15,-0.227564948,-0.16395319
262cycl_1049,313.35,-4.954236057,-4.6582594
159chlo_656,344.65,-8.39264458,-7.3981175
227hept_923,312.85,-2.570135407,-1.9596071
225ethe_920,324.15,-0.797508273,-0.6148691
0186bro_chloroform,298.0,-6.07,-5.1040015
006hydr_26,283.15,-10.52319112,-9.34827
043hexa_167,308.15,-5.940565178,-4.9012837
0139thi_chloroform,298.0,-7.61,-5.3617883
060dibr_238,293.15,-2.12713469,-1.8998293
174hexa_712,313.25,2.997195242,2.9177985
138isob_577,283.15,-2.902059689,-2.4108496
257dime_1010,273.15,-2.401267881,-1.6037623
215nndi_886,307.8,-7.479876192,-7.069061
137ethy_576,353.14,0.352206402,0.933743
0140dim,298.0,-1.54,-0.9012637
0045eth_chloroform,298.0,-3.94,-3.7036874
0007nhe,298.0,2.62,2.8751788
043hexa_167,298.15,-6.22441652,-5.180039
0172Edi,298.0,-0.76,-0.5643107
064prop_265,273.15,-5.171863421,-4.7938995
0157flu_carbontet,298.0,-3.64,-3.9289298
142meth_590,298.0,-2.754969581,-2.831647
163cycl_666,298.0,0.4,0.7377646
137ethy_576,313.15,-0.372287974,0.16001439
218tetr_891,283.15,-5.376648747,-4.874513
122pipe_500,293.15,-7.609473532,-7.0601964
093pyrr_383,333.15,-4.458338359,-4.3994937
030meth_125,273.15,-3.587527831,-3.3966222
257dime_1010,363.15,-0.956685082,-0.4348637
083hexa_352,363.15,3.81932957,3.8895345
194pent_782,323.15,-0.827337948,-0.39635062
064prop_265,353.15,-3.004395227,-3.2146382
215nndi_886,338.0,-6.86996154,-6.4999576
test1048,298.0,-7.8,-6.513157
033diet_133,338.15,-1.057769337,-0.7088556
0148but,298.0,0.04,-0.1617837
test1036,298.0,-8.2,-7.8264337
052diet_222,273.15,-2.392532441,-1.591183
166chlo_672,298.15,-0.950075497,-0.5119908
244dich_977,303.25,-1.907184267,-1.4779068
075dime_305,278.0,2.17,2.4125693
092meth_382,283.15,-5.082941906,-4.6039515
094trim_384,313.15,-5.549424733,-5.403669
183vale_749,333.15,-2.899924229,-2.7866278
266dime_1063,293.0,2.82,3.0745416
188pent_765,313.15,-3.595128826,-3.326748
test1033,298.0,-2.6,-2.4501257
102hexa_410,273.15,-4.708587762,-4.1800117
140tric_586,313.15,1.761679364,2.1576788
007meth_27,273.15,-5.110329172,-4.942272
0004nbu_methanol,298.0,-1.72,-1.4064379
267octa_1065,273.15,-4.667662557,-3.773139
142meth_590,333.15,-2.086814364,-2.1693244
040dime_157,273.15,1.340165603,2.1670442
060dibr_238,333.15,-1.491166021,-1.5955002
242tric_970,298.15,-0.526626186,-0.49361545
0407tet,298.0,-1.15,-0.75525284
024chlo_95,303.15,0.231435327,0.42755795
016nona_72,292.95,-4.129115125,-3.93642
156ethy_639,282.85,-3.20081136,-2.8185186
009hept_30,373.15,-1.9739072,-1.7726661
097trim_399,298.0,-0.820593909,-0.22943532
0144thi,298.0,-2.73,-1.3439891
009hept_30,343.25,-2.568668828,-2.4391174
079octy_321,353.35,-0.868558378,-0.90550303
244dich_977,293.15,-2.217478925,-1.6856565
083hexa_352,343.15,3.373126625,3.792573
008cycl_28,323.35,-4.465058877,-3.7674623
0024met_carbontet,298.0,-2.63,-2.8069563
257dime_1010,308.15,-1.676256568,-1.0348433
248tric_988,283.55,-3.153775117,-2.011243
125dibu_519,353.85,1.348657928,1.1254677
0036tol_carbontet,298.0,-5.12,-3.3676715
0144thi_chloroform,298.0,-5.98,-5.4535155
0237oct,298.0,-2.29,-2.1916995
026prop_100,343.65,-1.782762501,-1.8682876
069meth_276,273.15,-3.149540373,-3.1325955
086acet_360,279.15,-4.476971941,-4.2450795
033diet_133,324.65,-1.362962318,-1.112833
0066dim,298.0,-4.84,-4.351543
152dime_628,273.15,-5.03643295,-4.4062004
179cycl_732,307.95,0.402329613,0.6589582
111prop_455,288.75,-3.772777589,-3.364635
n016,298.0,-9.72,-8.61692
136etha_574,313.15,-4.544755955,-4.224837
138isob_577,312.85,-1.954459595,-1.6218554
107meth_432,333.15,-4.856136861,-4.2996597
179cycl_732,298.25,0.162678648,0.4646697
0012met,298.0,2.52,2.556027
227hept_923,322.95,-2.298559617,-1.6969318
151tetr_627,273.15,-0.677603944,-0.24063587
076meth_314,313.15,-6.127878651,-5.4380717
072meth_293,344.65,2.708387021,2.3086414
122pipe_500,363.15,-4.551666508,-4.2999687
016nona_72,363.65,-1.136315873,-1.2378777
257dime_1010,298.15,-1.896982791,-1.1850586
188pent_765,303.15,-3.92071398,-3.5691333
217buty_888,273.15,-5.168854401,-5.0426717
181diis_741,343.15,-1.454737644,-0.967317
test0004,298.0,1.07,1.5980837
197trif_794,333.15,-3.535379457,-3.3644345
070prop_277,293.15,-2.636080808,-2.8054328
113brom_466,313.21,-0.593316594,-0.54889053
0134nit_carbontet,298.0,-6.92,-4.926313
093pyrr_383,273.15,-6.356643688,-6.1351953
0095eth_carbontet,298.0,-4.4,-3.8602068
191dime_777,273.15,-2.000506703,-1.2551494
0427dcl,298.0,-10.81,-9.722382
169tric_679,308.15,-1.710220816,-1.351594
n006,298.0,-4.48,-4.523286
0197bro,298.0,1.79,2.4033551
078dime_320,293.15,-9.95586534,-9.09831
0057pcr,298.0,-6.14,-5.2303514
232meth_949,278.35,-6.77358405,-5.9258294
239cisd_958,274.95,-1.314532655,-1.3013084
186fluo_754,303.15,-0.152288537,-0.38783407
216anth_887,277.1,-4.137344176,-3.2027712
177trie_722,303.15,-2.796893599,-2.5607686
137ethy_576,303.15,-0.610920586,-0.061374664
046ethy_190,343.35,-2.644201421,-2.5968783
267octa_1065,323.15,-2.502444729,-1.8623044
0216amm_chloroform,298.0,-2.41,-2.0098965
042cycl_160,293.15,-5.773445261,-5.2527533
002dime_2,343.65,-0.508580129,-0.026370585
242tric_970,310.15,-0.269862749,-0.25766218
130nitr_552,283.15,-4.587741007,-3.8094156
0143dip,298.0,-1.27,-0.6817845
128isop_541,333.25,-1.229560888,-0.93401873
129naph_551,298.4,-2.373204205,-1.8499688
0179tri,298.0,-1.98,-1.652197
0111die,298.0,-4.07,-3.3443112
141dich_589,298.15,-1.333956226,-1.1129808
093pyrr_383,283.15,-5.989338306,-5.7681484
215nndi_886,328.3,-7.071326713,-6.68553
137ethy_576,318.0,-0.171064816,0.2698903
