Mol,Temp,y,y_pred
258hexa_1012,364.65,-1.756560395,-1.3115655
072meth_293,344.65,2.708387021,1.936259
028cycl_111,333.65,-4.497453335,-4.62759
0143dip,298.0,-1.27,-1.2377687
0120met,298.0,-4.77,-4.9292526
test2026,298.0,-9.37,-8.771041
041ethy_159,303.15,-5.039502123,-4.9744873
0055ocr,298.0,-5.87,-6.021829
167cisd_673,308.0,1.91,1.7815492
201cume_815,309.0,-0.311087067,-0.24809074
266dime_1063,298.0,3.02,2.59882
142meth_590,293.15,-2.818747467,-2.744833
247hydr_987,353.15,-0.130964538,0.006509304
128isop_541,303.45,-2.209581923,-1.6724766
214acry_885,343.15,-2.787868829,-2.4290085
228dime_933,323.15,-6.015580083,-5.5098495
0088but,298.0,-6.36,-5.897876
015quin_71,303.15,-3.537547408,-3.7039073
095pent_387,303.15,-3.194473022,-2.6386707
065chlo_267,303.15,-0.97198327,-0.80844307
001tetr_1,273.15,-0.640854447,-0.39007258
128isop_541,282.25,-2.91713068,-2.3611188
189nmet_775,283.15,-7.117918446,-6.8201456
082nona_342,302.75,-4.198435035,-4.5697174
test1063,298.0,-9.4,-8.594772
200meth_808,342.65,-3.039817431,-3.2412982
247hydr_987,363.15,-0.091467691,0.09462094
190pxyl_776,300.0,-0.636971384,-0.62481284
093pyrr_383,273.15,-6.356643688,-6.223341
097trim_399,300.0,-0.753431734,-0.5166714
242tric_970,279.15,-1.050747291,-1.0992782
256hexa_1007,293.15,-0.155902375,-0.19266772
254octa_1000,363.15,-2.50468818,-3.067779
032pipe_131,373.15,-3.124536331,-3.2280507
243meth_971,353.25,-3.03919684,-3.422624
101dime_406,312.75,-1.302793396,-1.4442582
202meth_816,292.95,-2.212283613,-2.2597275
265dime_1062,363.15,-2.871309161,-2.7973998
201cume_815,303.09,-0.451666866,-0.3611939
134brom_571,303.15,-1.328797832,-1.3290603
245pyri_978,363.15,-3.482311319,-3.4573796
n017_chloroform,298.0,-4.7,-4.1947494
120dibr_490,273.15,-2.517146156,-2.2798128
n017,298.0,-8.58,-8.997996
158hexa_646,298.19,-4.255643174,-4.6928225
099prop_404,347.25,2.910269382,2.0730112
015quin_71,353.15,-2.630760187,-2.9900005
0084met_chloroform,298.0,-7.81,-6.580618
204meth_822,273.15,-3.855429838,-3.3168163
049ethy_202,282.65,-2.914000633,-2.6381114
052diet_222,323.15,-1.017824686,-0.8559959
152dime_628,283.15,-4.722342777,-4.98695
073meth_294,273.15,-5.534757739,-5.6814423
272prop_1085,283.15,-1.292835579,-0.99770427
067anil_274,323.15,-5.79005708,-5.509222
006hydr_26,343.15,-9.372777545,-8.976598
148chlo_615,291.15,-1.240317186,-1.158834
054trif_228,363.15,-2.675583468,-2.5639563
201cume_815,313.09,-0.177853695,-0.16363883
175tetr_718,312.75,2.133881968,0.9886844
030meth_125,273.15,-3.587527831,-3.3289223
251brom_992,283.15,-0.98705887,-1.2103624
0017cyc,298.0,1.2,0.8642144
021benz_92,282.95,-7.294201653,-7.071903
083hexa_352,363.15,3.81932957,3.1755173
148chlo_615,279.15,-1.498182527,-1.3719561
112bisc_456,333.85,-2.773181569,-2.277853
125dibu_519,282.45,-1.689896327,-1.7356229
064prop_265,363.15,-2.806217667,-2.9081397
152dime_628,333.15,-3.386484323,-3.5154672
095pent_387,298.15,-3.318376341,-2.8111653
143dich_594,313.15,-1.53906649,-1.4128454
199diet_798,333.45,-5.210560721,-4.7034984
272prop_1085,273.15,-1.557703198,-1.0474781
0111die,298.0,-4.07,-4.061917
228dime_933,363.65,-5.301264309,-4.6986856
002dime_2,363.85,0.02906569,-0.17598677
116tran_482,288.0,1.55,1.317776
006hydr_26,303.15,-10.05736117,-9.621893
193meth_779,298.15,2.52116178,2.0615547
151tetr_627,323.15,0.69640101,0.10903406
0038oxy_chloroform,298.0,-6.23,-5.308335
148chlo_615,363.15,-0.607751771,-0.26344085
073meth_294,343.15,-3.737874644,-3.9475453
0157flu_carbontet,298.0,-3.64,-3.7098312
n016,298.0,-9.72,-8.917991
006hydr_26,373.15,-9.056483218,-8.469503
158hexa_646,278.69,-5.093861094,-5.3842406
201cume_815,308.09,-0.308971774,-0.26566005
215nndi_886,303.15,-7.594251712,-7.0170135
092meth_382,293.15,-4.774856876,-4.6978445
114dipr_467,273.15,-2.176541404,-1.9201175
235acet_952,273.15,-10.34975409,-9.325929
116tran_482,303.0,2.06,1.8403981
115nmet_477,273.15,-4.977953957,-4.7438726
061cycl_241,283.15,-6.206513125,-6.1054325
244dich_977,283.55,-2.468951806,-2.2933898
264brom_1061,303.15,-0.614157177,-0.8836616
0045eth_chloroform,298.0,-3.94,-3.5855584
0113pen,298.0,-4.1,-4.3053885
011pent_43,273.15,-5.504508862,-5.655427
156ethy_639,353.45,-1.486981172,-1.3595914
061cycl_241,343.45,-4.052893482,-4.2742968
068nitr_275,303.15,-3.639584895,-3.5616777
180meth_733,303.35,-4.152846901,-4.406037
test1017,298.0,-6.5,-5.5425835
014pent_65,353.15,-1.363690839,-1.4605541
160nndi_659,333.15,-2.528775842,-2.8872452
226ethy_921,310.15,-2.742956491,-2.519299
057trim_232,333.15,-3.516453746,-3.4952312
006hydr_26,283.15,-10.52319112,-10.083482
028cycl_111,273.15,-6.401626765,-6.375277
0116pyr_carbontet,298.0,-5.01,-4.2139444
0165tri,298.0,-0.25,-0.14086032
052diet_222,293.15,-1.754831823,-1.6653552
257dime_1010,353.15,-1.045702217,-1.0716031
182trim_748,353.14,0.397173273,0.39273953
247hydr_987,323.15,-0.31710666,-0.30243087
160nndi_659,293.15,-3.57199878,-4.018073
test1045,298.0,-4.4,-3.9272218
195meth_783,293.15,-5.081349009,-4.9698343
091buta_380,293.15,-3.157452681,-3.1328416
test2004,298.0,-12.64,-11.383403
test2029,298.0,-0.8,-0.7802137
189nmet_775,273.15,-7.459919001,-7.2293043
213octa_875,313.45,-3.051512041,-3.158391
012prop_53,317.85,-4.295918919,-4.1258554
095pent_387,282.85,-3.780597982,-3.3877187
172pent_692,309.65,-2.144967157,-1.8346584
199diet_798,283.15,-7.06001472,-6.603243
242tric_970,297.95,-0.554011923,-0.7085786
212chlo_874,323.15,-0.184406438,-0.6187539
248tric_988,283.55,-3.153775117,-2.6583993
016nona_72,283.05,-4.719175379,-4.6678514
0126eth_chloroform,298.0,-4.44,-3.80757
269chlo_1078,363.15,-0.05643951,-0.23233294
084tert_354,282.35,-2.432190606,-2.0005512
068nitr_275,293.15,-3.803245117,-3.7537308
006hydr_26,313.15,-9.856323526,-9.440645
050meth_212,363.65,-2.558958556,-2.1260128
049ethy_202,293.15,-2.58512486,-2.3648682
233tetr_950,293.15,2.995249212,2.5880058
266dime_1063,308.0,3.37,2.8925064
233tetr_950,353.15,3.914931203,3.6000102
151tetr_627,343.15,1.046483329,0.37932134
041ethy_159,283.15,-5.619350866,-5.469947
167cisd_673,293.0,1.42,1.4038358
137ethy_576,281.96,-1.220457091,-0.95167625
204meth_822,333.55,-2.104828432,-1.7512445
0230eth_chloroform,298.0,-7.72,-7.160841
238form_957,303.15,-6.50891998,-5.929394
102hexa_410,313.15,-3.299323604,-3.3336864
215nndi_886,373.15,-6.162243806,-6.0170736
228dime_933,302.85,-6.421453376,-5.7695537
test1007,298.0,-8.2,-7.0554237
205hept_828,308.15,3.154709496,2.7601736
250nitr_991,333.15,-10.08196497,-9.674384
272prop_1085,343.15,-0.257031456,-0.4396932
214acry_885,303.15,-3.142908664,-2.7690682
0082hep_carbontet,298.0,-6.12,-4.817465
256hexa_1007,313.15,0.4500458,-0.16158581
172pent_692,292.85,-2.810624125,-2.3588023
019dich_90,298.0,0.190590502,-0.33412147
204meth_822,292.55,-3.199808138,-2.862863
201cume_815,348.19,0.559195584,0.4430983
086acet_360,285.15,-4.360958563,-3.9718528
142meth_590,313.15,-2.409216147,-2.4389348
134brom_571,292.75,-1.580332161,-1.4729439
083hexa_352,303.15,2.431768902,1.946204
002dime_2,313.65,-1.398201376,-1.4334419
190pxyl_776,273.15,-1.46014369,-1.1965758
209dich_853,278.15,-2.111175667,-1.8271599
0011dim,298.0,2.5,1.5624673
106pent_428,328.85,3.123941933,2.6463926
161diet_661,373.15,-1.948106223,-2.2569342
065chlo_267,275.15,-1.648547653,-1.245987
211pent_864,333.25,-1.483153351,-1.3710873
163cycl_666,293.0,0.26,0.27440667
190pxyl_776,343.14,0.227364509,0.19843554
047prop_200,323.15,1.602838206,1.3634439
256hexa_1007,288.15,-0.291095893,-0.23754287
099prop_404,299.15,2.031419489,1.3429573
161diet_661,283.15,-4.676248763,-4.7385216
017etha_82,308.64,-6.678297821,-5.9873543
120dibr_490,308.15,-1.773344682,-1.6767915
226ethy_921,312.65,-2.717744616,-2.4606786
226ethy_921,293.55,-3.128884943,-2.941201
182trim_748,288.0,-0.883190212,-0.7737311
test1058,298.0,-11.2,-10.303959
0177bro,298.0,-0.82,-0.96144164
075dime_305,313.0,3.46,3.0495594
158hexa_646,343.45,-2.857702776,-3.3861766
068nitr_275,313.15,-3.485145461,-3.4029307
172pent_692,303.75,-2.312040648,-2.0134335
257dime_1010,363.15,-0.956685082,-0.97668195
010brom_40,298.0,-0.401464963,-0.6519973
050meth_212,273.15,-4.699572637,-4.2879305
021benz_92,303.15,-6.557824526,-6.4259872
114dipr_467,333.15,-0.232240976,-0.29597926
141dich_589,273.15,-1.803432819,-1.6203523
0023str,298.0,0.61,0.1716044
083hexa_352,293.15,2.185473696,1.7590573
200meth_808,302.75,-4.241349305,-4.52995
021benz_92,318.15,-6.144603082,-5.9566927
065chlo_267,313.15,-0.761777639,-0.6786425
151tetr_627,333.15,0.886826182,0.24585009
098dime_400,293.15,-7.80948547,-7.429268
271isob_1080,293.95,-2.292893036,-2.1584985
014pent_65,363.15,-1.145966398,-1.2785714
076meth_314,343.15,-5.358716788,-5.069544
188pent_765,313.15,-3.595128826,-3.773029
137ethy_576,284.75,-1.11577927,-0.89312696
137ethy_576,288.15,-1.01461851,-0.80258965
064prop_265,333.15,-3.448113625,-3.5310516
265dime_1062,323.15,-3.818296862,-3.7093074
244dich_977,315.25,-1.538562297,-1.5003213
128isop_541,353.45,-0.838895729,-0.69955254
087meth_361,363.85,-3.024269524,-3.0056121
180meth_733,353.15,-2.847828278,-3.0792232
0048pro_chloroform,298.0,-4.28,-3.9530184
170meth_681,277.1,-2.987100432,-2.677069
016nona_72,273.15,-5.233009639,-5.3175716
240meth_959,353.45,-3.336702288,-3.6032047
195meth_783,303.15,-4.802293206,-4.6973705
0027pen,298.0,1.66,1.2454977
218tetr_891,323.15,-4.237726559,-4.1752653
029pent_116,303.15,-4.076510336,-4.4144344
n008_carbontet,298.0,-9.13,-6.875598
224benz_919,333.15,-3.46859874,-3.1425326
063octa_255,288.15,-4.387170512,-4.6899977
188pent_765,283.15,-4.64938435,-4.7974634
138isob_577,312.85,-1.954459595,-1.8053164
0178dib,298.0,-2.11,-2.014526
190pxyl_776,308.0,-0.431182611,-0.4450904
241fluo_969,353.15,0.294506734,0.11276698
158hexa_646,363.45,-2.371521855,-2.953897
135dich_572,288.15,-3.740361212,-3.8035314
041ethy_159,363.15,-3.61192422,-3.5422544
n008_chloroform,298.0,-11.06,-9.505754
190pxyl_776,363.14,0.515225428,0.5272877
0146met,298.0,-6.77,-6.275031
test1030,298.0,-5.5,-4.995736
0157flu,298.0,-0.78,-0.8166456
194pent_782,298.15,-1.504750513,-1.4714127
136etha_574,283.15,-5.138860799,-4.90936
023hexa_94,303.71,-0.164214117,-0.40029168
0044met_chloroform,298.0,-3.32,-3.278001
165chlo_671,299.15,0.091245211,-0.25578332
137ethy_576,301.15,-0.659190065,-0.47097814
130nitr_552,328.15,-3.528524154,-3.3303447
219acet_898,283.15,-3.813869402,-3.4312563
0064met,298.0,-1.66,-1.9506075
165chlo_671,289.65,-0.06263288,-0.36895704
200meth_808,322.75,-3.569789126,-3.8149872
132diet_563,353.25,-2.073484356,-1.9970508
169tric_679,333.15,-1.257605258,-1.2402725
087meth_361,293.15,-5.082937653,-4.9949617
137ethy_576,293.06,-0.856491759,-0.6719613
070prop_277,318.15,-2.133246921,-1.9006317
158hexa_646,302.09,-4.113755514,-4.571701
087meth_361,333.35,-3.738899996,-3.698557
037hept_141,293.65,-4.106557361,-4.0547867
0049but_chloroform,298.0,-5.28,-4.774252
207anis_848,363.85,-1.437752595,-1.4304676
148chlo_615,303.15,-0.995258725,-0.9860916
165chlo_671,353.15,0.847706505,0.5253215
test0004,298.0,1.07,0.54166365
052diet_222,373.15,-0.316439166,-0.124145746
151tetr_627,283.15,-0.368107479,-0.5058937
test1012,298.0,-17.2,-14.853988
n007_chloroform,298.0,-8.56,-8.075849
test1040,298.0,-8.0,-7.2163277
011pent_43,293.15,-4.724755059,-4.9895277
136etha_574,333.15,-4.204906271,-4.232745
142meth_590,333.15,-2.086814364,-2.1256669
023hexa_94,308.61,-0.110097845,-0.30983567
218tetr_891,273.15,-5.752378539,-5.5124044
028cycl_111,292.35,-5.69589197,-5.816227
151tetr_627,313.15,0.471886186,-0.035552263
207anis_848,323.35,-2.034463058,-1.9863437
066etha_268,293.15,-7.76723876,-7.5215893
158hexa_646,281.79,-4.947877402,-5.251523
218tetr_891,293.15,-5.040111041,-4.6896276
073meth_294,333.15,-3.930898596,-4.0830684
173buty_702,303.45,-2.404858734,-2.206532
072meth_293,298.35,2.075410348,1.7107508
226ethy_921,308.15,-2.820087061,-2.5670505
201cume_815,323.09,0.065625617,0.04057741
212chlo_874,373.15,0.310100489,-0.08512497
0222tri,298.0,-6.1,-5.486285
061cycl_241,353.65,-3.80840299,-4.0049767
0145pro,298.0,-5.08,-5.260868
222meth_906,298.15,-3.411983122,-2.9085145
213octa_875,343.15,-1.977888797,-2.3701518
162phen_665,363.15,-5.045283357,-5.100272
218tetr_891,373.15,-3.448266151,-3.1773424
062hexa_251,333.15,-3.739465926,-3.802366
042cycl_160,343.65,-4.031408428,-4.2763243
247hydr_987,273.15,-0.8456971,-0.72639894
0401amia_chloroform,298.0,-13.64,-12.080203
250nitr_991,273.15,-11.1871403,-10.365858
212chlo_874,313.15,-0.34078274,-0.7371334
170meth_681,298.15,-2.400734479,-2.141573
158hexa_646,290.19,-4.580216106,-4.9401217
086acet_360,298.15,-4.121971561,-3.692893
051buty_215,343.65,-1.228068303,-1.118839
240meth_959,282.65,-5.693129143,-6.071946
test1051,298.0,-20.3,-18.159876
257dime_1010,273.15,-2.401267881,-1.9392219
199diet_798,323.15,-5.542132719,-4.901371
272prop_1085,363.15,-0.103431729,-0.31109452
169tric_679,283.15,-2.288450104,-2.226564
258hexa_1012,292.95,-3.418887437,-2.9933734
240meth_959,313.25,-4.499544471,-4.8624306
137ethy_576,303.15,-0.610920586,-0.4223684
137ethy_576,277.5,-1.383002188,-1.0479668
242tric_970,353.15,0.691091524,0.07490611
054trif_228,353.15,-2.860975324,-2.6705472
158hexa_646,296.09,-4.340129286,-4.7575474
213octa_875,303.75,-3.480692097,-3.557581
054trif_228,343.15,-3.058446305,-2.8098617
001tetr_1,307.75,0.366918931,0.2851534
158hexa_646,293.15,-4.485852177,-4.8460093
152dime_628,293.15,-4.424600499,-4.6712947
092meth_382,353.15,-3.364443578,-3.3209302
test0014,298.0,-3.54,-3.036078
0160chl,298.0,-0.56,-0.9251056
test1047,298.0,-8.4,-7.907652
226ethy_921,307.15,-2.836493682,-2.5912828
122pipe_500,353.15,-4.950644169,-4.8165464
201cume_815,343.49,0.480274126,0.36268282
0035ben_chloroform,298.0,-4.64,-4.359002
185acen_753,291.0,-3.340874818,-3.2530036
0244tet,298.0,-3.12,0.21690679
086acet_360,343.15,-3.592224109,-3.1375012
112bisc_456,323.25,-2.995857026,-2.4198976
0140dim,298.0,-1.54,-1.845395
105ethy_425,343.65,-2.46384893,-2.1029122
062hexa_251,323.15,-4.038347997,-4.1611147
019dich_90,293.65,0.032747035,-0.43681657
023hexa_94,287.7,-0.483630424,-0.74457645
115nmet_477,303.15,-3.695654158,-3.7629285
162phen_665,371.65,-4.968169298,-4.9593496
012prop_53,373.15,-3.028483606,-3.1792922
0032but,298.0,-0.16,0.001458168
211pent_864,323.15,-1.830061465,-1.6906128
137ethy_576,279.45,-1.326518788,-1.0055709
101dime_406,302.85,-1.606177509,-1.7530179
256hexa_1007,298.15,0.027361751,-0.16360617
063octa_255,312.65,-3.171619679,-3.4839082
030meth_125,304.05,-2.864136897,-2.6344538
0098met_chloroform,298.0,-6.68,-5.580515
083hexa_352,333.15,3.144089135,2.7348812
158hexa_646,286.09,-4.754427703,-5.0791855
102hexa_410,273.15,-4.708587762,-4.6192713
193meth_779,328.85,3.373195929,3.020641
098dime_400,303.15,-7.336337728,-7.0132246
test1044,298.0,-3.6,-3.5356402
242tric_970,333.15,0.304991675,-0.062016726
195meth_783,373.15,-3.423128554,-3.4603848
245pyri_978,273.15,-5.357565589,-5.254746
073meth_294,293.15,-4.910586988,-5.0647545
112bisc_456,354.05,-2.503262533,-2.1480064
235acet_952,333.15,-8.875846101,-7.833067
226ethy_921,343.65,-2.174071801,-1.9466777
138isob_577,343.25,-1.253978922,-1.0745394
196ethy_784,273.15,-3.049618002,-2.5426476
212chlo_874,303.15,-0.483434763,-0.862558
245pyri_978,353.15,-3.624703693,-3.5657887
032pipe_131,273.15,-6.06922275,-6.3397384
test0012,298.0,-2.93,-2.8633416
0109pip,298.0,-7.4,-7.8831606
192tric_778,303.15,-0.100727845,-0.06325722
n191,298.0,-16.59,-15.31657
103brom_414,303.15,-0.380692269,-0.51273453
057trim_232,353.15,-3.03273957,-3.0900316
087meth_361,273.15,-5.845092077,-5.734556
112bisc_456,304.15,-3.364367901,-2.7421973
137ethy_576,293.15,-0.902895497,-0.6695578
158hexa_646,306.19,-3.96554836,-4.446851
102hexa_410,343.15,-2.528210822,-2.3778927
265dime_1062,353.15,-3.075440027,-2.9721584
006hydr_26,363.15,-9.144209198,-8.693471
264brom_1061,298.15,-0.714041323,-0.94569933
208tetr_850,303.15,-2.340994063,-2.270076
098dime_400,283.15,-8.306652279,-7.856533
099prop_404,337.65,2.764232183,1.9405429
207anis_848,302.85,-2.5280124,-2.3929605
137ethy_576,296.65,-0.792935926,-0.58136964
214acry_885,313.15,-3.021683187,-2.6680608
0099but_carbontet,298.0,-5.59,-4.529216
226ethy_921,323.15,-2.510218398,-2.244157
156ethy_639,273.15,-3.535415753,-3.0774515
202meth_816,323.15,-1.200407552,-1.211956
050meth_212,353.45,-2.727215941,-2.3784304
122pipe_500,373.15,-4.164355782,-4.2231
012prop_53,353.15,-3.38964728,-3.508393
0099but,298.0,-2.55,-2.4051332
019dich_90,318.15,0.657994769,0.087979555
137ethy_576,288.0,-0.998078201,-0.80667734
122pipe_500,283.15,-8.100586072,-7.951209
102hexa_410,303.15,-3.600284347,-3.7162776
137ethy_576,277.65,-1.392795324,-1.0446966
242tric_970,288.15,-0.836284195,-0.9139042
272prop_1085,353.15,-0.169072802,-0.36898184
116tran_482,313.0,2.36,2.1615436
165chlo_671,297.95,0.075955014,-0.27126336
0101pen,298.0,-2.45,-2.4454465
0123dim,298.0,-4.86,-4.718732
0121met,298.0,-4.94,-5.0707664
test1036,298.0,-8.2,-7.295909
059dich_237,373.15,-0.110164556,0.04394412
242tric_970,283.15,-0.951475039,-1.017925
188pent_765,373.15,-2.135619363,-2.3716424
148chlo_615,293.15,-1.190361812,-1.1242414
105ethy_425,353.35,-2.199286724,-1.9189258
n018,298.0,-5.28,-5.423587
180meth_733,323.05,-3.549258761,-3.79911
0433pho,298.0,-6.61,-6.661046
271isob_1080,333.55,-1.360351432,-1.2302853
161diet_661,353.15,-2.369475763,-2.5420847
042cycl_160,293.15,-5.773445261,-6.033004
137ethy_576,298.0,-0.747030308,-0.5482075
062hexa_251,313.15,-4.364088734,-4.5095606
242tric_970,323.62,0.018497346,-0.21505809
167cisd_673,288.0,1.23,1.2645395
126nitr_529,323.15,-3.063834001,-2.9733
043hexa_167,308.15,-5.940565178,-5.9208794
152dime_628,373.15,-2.571168827,-2.9274127
054trif_228,273.15,-4.959301016,-4.9766407
061cycl_241,313.15,-4.990587974,-5.07364
204meth_822,282.65,-3.497864408,-3.0571501
102hexa_410,353.15,-2.299657303,-2.1053267
030meth_125,293.35,-3.102559918,-2.8512497
126nitr_529,333.15,-2.89893367,-2.787576
0093met,298.0,-3.32,-2.915741
0085non,298.0,-2.67,-2.5073416
226ethy_921,273.15,-3.608349657,-3.4365463
115nmet_477,313.15,-3.32901791,-3.4988546
192tric_778,308.15,0.018570648,0.06615567
011pent_43,373.15,-2.576665639,-2.8638628
141dich_589,298.15,-1.333956226,-1.1118807
213octa_875,333.15,-2.317157261,-2.612804
0151phy_chloroform,298.0,-10.3,-8.980674
226ethy_921,343.15,-2.176276503,-1.9526725
006hydr_26,293.15,-10.27941135,-9.803042
254octa_1000,323.15,-3.52679155,-3.9531517
233tetr_950,283.15,2.739286543,2.418834
041ethy_159,353.15,-3.836736864,-3.7200475
196ethy_784,322.65,-1.318983517,-1.1984694
0125dim_chloroform,298.0,-7.74,-6.115267
200meth_808,332.45,-3.258669579,-3.5063596
023hexa_94,313.74,-0.067567334,-0.22062564
0141dim,298.0,-1.83,-1.7654139
156ethy_639,282.85,-3.20081136,-2.8249009
137ethy_576,308.15,-0.479608621,-0.30134368
