Mol,Temp,y,y_pred
203pent_817,293.15,-4.289729613,-4.1850533
018buta_84,323.15,-3.970310841,-4.25961
002dime_2,323.15,-1.098126949,-0.9007081
0044met_chloroform,298.0,-3.32,-3.2627501
050meth_212,273.15,-4.699572637,-4.4696274
184carb_752,293.15,0.293539902,0.25579858
060dibr_238,353.15,-1.295387392,-1.6255262
215nndi_886,373.15,-6.162243806,-6.466346
046ethy_190,273.15,-5.386760268,-5.223903
102hexa_410,343.15,-2.528210822,-2.5156543
002dime_2,333.85,-0.745015108,-0.6167666
131hept_553,353.35,-1.5744268,-1.3401431
018buta_84,371.05,-3.131734721,-3.2674007
080dich_331,333.15,-0.24744204,-0.10524154
054trif_228,363.15,-2.675583468,-2.844085
100tetr_405,308.15,2.166171208,2.2344778
213octa_875,283.15,-4.564810381,-4.447176
148chlo_615,293.15,-1.190361812,-0.8368677
054trif_228,293.15,-4.299692256,-4.1136937
258hexa_1012,353.85,-1.950463352,-1.6309693
169tric_679,293.15,-2.043456227,-1.8932819
131hept_553,363.65,-1.341180677,-1.1047487
136etha_574,283.15,-5.138860799,-5.038309
142meth_590,278.0,-3.244357908,-3.10426
032pipe_131,323.15,-4.301489552,-4.3396144
081hexa_332,323.15,-3.213717153,-3.5865579
267octa_1065,364.15,-1.064044008,-1.0274982
200meth_808,302.75,-4.241349305,-4.6068783
264brom_1061,303.15,-0.614157177,-0.81196666
218tetr_891,283.15,-5.376648747,-4.992857
222meth_906,345.05,-2.95025488,-2.6575046
185acen_753,277.1,-3.78300338,-3.2559118
test1063,298.0,-9.4,-8.678807
254octa_1000,303.15,-4.210814862,-4.2785816
123dibu_505,353.15,-1.043172441,-1.1977868
059dich_237,338.35,-0.463089925,-0.26904845
269chlo_1078,323.15,-0.441638177,-0.53179383
0092ethb,298.0,-2.65,-2.7556183
043hexa_167,273.15,-7.04244119,-6.44256
232meth_949,283.15,-6.386075523,-5.879266
215nndi_886,298.0,-7.715363697,-7.696088
183vale_749,303.15,-3.451331863,-3.038927
191dime_777,282.65,-1.792979971,-1.5659616
151tetr_627,298.15,0.076561852,0.16349292
014pent_65,303.15,-2.428701651,-2.7743692
207anis_848,283.35,-3.191071389,-2.5612903
097trim_399,308.0,-0.523649602,-0.34063053
n005,298.0,-5.31,-4.897522
200meth_808,293.15,-4.68188919,-4.9282875
010brom_40,298.15,-0.401464963,-0.5578232
test1052,298.0,-11.1,-10.586752
170meth_681,277.1,-2.987100432,-2.42767
215nndi_886,313.15,-7.36003123,-7.417741
007meth_27,293.15,-4.664671177,-4.402916
083hexa_352,273.15,1.678687915,1.8704498
079octy_321,333.15,-1.290875169,-1.4280697
104buty_415,323.95,-1.075746271,-1.1767641
047prop_200,303.15,1.275924528,1.0487602
040dime_157,372.25,3.980073283,3.3507097
233tetr_950,333.15,3.719624864,4.001107
test1002,298.0,-5.0,-4.4626203
0076but_carbontet,298.0,-4.09,-3.2726734
094trim_384,315.65,-5.529718628,-5.351095
217buty_888,373.15,-2.525550892,-2.6388626
0135met_carbontet,298.0,-7.49,-6.27419
124meth_515,343.35,-3.365410743,-2.8965487
037hept_141,353.65,-1.920120026,-2.0957854
268meth_1075,273.15,-5.20994432,-5.1035852
021benz_92,323.15,-6.004699612,-5.6958246
116tran_482,278.0,1.17,1.3124988
094trim_384,300.15,-5.682634284,-5.456329
061cycl_241,293.15,-5.75892863,-5.693795
209dich_853,333.15,-0.698415446,-0.59498763
011pent_43,363.15,-2.730041311,-3.0364707
test3015,298.0,-8.93,-8.226657
096meth_391,298.15,-3.988149331,-4.1372566
060dibr_238,313.15,-1.76478814,-1.9161066
238form_957,313.15,-6.372118413,-6.153574
047prop_200,310.15,1.400698285,1.1699674
0220tri_carbontet,298.0,-7.24,-5.9169335
114dipr_467,353.15,0.124107492,0.10153651
163cycl_666,293.0,0.26,0.52027845
048urea_201,294.74,-14.02031472,-13.157061
260ethy_1031,343.55,-0.965334741,-1.1789802
043hexa_167,293.15,-6.377161434,-5.720005
