Mol,Temp,y,y_pred
test0012,298.0,-2.93,-2.930781
241fluo_969,282.65,-1.188930562,-1.0686696
153ethy_629,278.15,-2.933139069,-2.7574823
0216amm,298.0,-4.29,-4.4619293
025meth_96,353.15,-3.109420985,-3.2971063
021benz_92,298.0,-6.693327055,-6.4970903
128isop_541,312.85,-1.885936515,-1.6198139
203pent_817,343.15,-3.16782083,-3.1888711
025meth_96,273.15,-5.324117421,-5.3922863
0082hep,298.0,-3.04,-3.224623
152dime_628,313.15,-3.875964922,-3.7733476
259prop_1021,273.15,-3.19373192,-2.8326902
111prop_455,323.15,-2.928705277,-2.9493
0028Epe,298.0,1.34,1.0715928
064prop_265,343.15,-3.218208619,-3.3233843
028cycl_111,313.95,-5.019886025,-4.7243004
125dibu_519,282.45,-1.689896327,-1.6517521
013hept_55,283.15,-4.642070358,-4.594319
251brom_992,283.15,-0.98705887,-1.213811
092meth_382,353.15,-3.364443578,-3.2671266
test1036,298.0,-8.2,-8.040166
119dime_489,363.15,-1.9308877,-2.0564525
271isob_1080,312.95,-1.772116513,-1.9341487
150chlo_617,291.15,-0.220246078,-0.3823483
267octa_1065,364.15,-1.064044008,-1.1948904
077meth_318,303.15,-4.023849014,-3.828952
031pent_128,308.15,-3.212049828,-2.8695602
186fluo_754,313.05,-0.053919037,-0.30344057
131hept_553,312.85,-2.570135407,-2.5443053
031pent_128,293.15,-3.543261633,-3.2390952
test0017,298.0,-9.81,-9.378424
018buta_84,371.05,-3.131734721,-3.0828035
063octa_255,353.25,-1.742059368,-1.8681355
197trif_794,283.15,-4.713694952,-4.7980433
142meth_590,323.15,-2.265767426,-2.47139
0096met,298.0,-2.83,-2.8323872
122pipe_500,273.15,-8.606663094,-8.277538
081hexa_332,293.15,-4.379129012,-4.218224
093pyrr_383,293.15,-5.643323992,-5.3392363
053tetr_227,283.15,-1.749795059,-1.6340706
009hept_30,323.25,-3.203451559,-3.333649
138isob_577,343.25,-1.253978922,-1.2581556
0183bro,298.0,-0.48,-0.71643853
0044met_carbontet,298.0,-2.25,-1.8129189
0070eth_chloroform,298.0,-3.65,-2.9685965
128isop_541,363.85,-0.66773258,-0.33752894
239cisd_958,274.95,-1.314532655,-1.4566458
033diet_133,288.15,-2.226498287,-2.2267618
0054hex,298.0,-4.36,-4.0350213
test1024,298.0,-6.5,-6.262578
190pxyl_776,273.15,-1.46014369,-1.2770374
0238met,298.0,-2.04,-2.095067
0045eth,298.0,-5.01,-4.7093077
015quin_71,353.15,-2.630760187,-2.964276
141dich_589,293.15,-1.39892403,-1.2792469
025meth_96,352.39,-3.11637919,-3.3110814
128isop_541,292.55,-2.512112858,-2.1456118
167cisd_673,303.0,1.75,1.3996754
262cycl_1049,333.75,-4.608650056,-4.308096
test1017,298.0,-6.5,-6.076343
139dich_584,298.15,-4.19630428,-4.1363354
049ethy_202,273.15,-3.277532971,-3.1361718
065chlo_267,297.95,-1.122300538,-1.0048301
065chlo_267,275.15,-1.648547653,-1.453747
136etha_574,283.15,-5.138860799,-4.9964256
270dime_1079,282.35,-3.531757278,-3.463276
240meth_959,343.35,-3.494147986,-3.4062471
0409clb,298.0,0.07,0.088259935
023hexa_94,328.24,-0.022527447,0.27462506
149etha_616,285.75,1.666318072,1.4482229
026prop_100,313.15,-2.438065427,-2.996242
190pxyl_776,353.14,0.373987373,0.31165957
170meth_681,284.0,-2.769478834,-2.6207714
200meth_808,293.15,-4.68188919,-4.5639763
067anil_274,323.15,-5.79005708,-5.7948503
126nitr_529,288.15,-3.895754057,-3.7421443
0080hex,298.0,-3.29,-3.171753
211pent_864,293.05,-2.660621321,-2.740728
111prop_455,283.0,-3.8239444,-3.7665362
114dipr_467,343.15,-0.033176233,-0.36081886
107meth_432,283.25,-5.856464327,-5.655607
229ethe_940,313.15,1.55920674,1.1994245
090nmet_375,293.15,-8.002226938,-7.794465
036furf_139,298.15,-5.21605486,-4.8362904
252phen_995,298.0,-3.762706836,-3.400058
199diet_798,283.15,-7.06001472,-6.717272
0024met_carbontet,298.0,-2.63,-2.8436217
011pent_43,273.15,-5.504508862,-5.338463
034dibr_137,303.15,-1.699905893,-1.6632606
025meth_96,323.15,-3.783713776,-3.87865
0157flu,298.0,-0.78,-0.66561174
272prop_1085,343.15,-0.257031456,-0.3267529
139dich_584,278.15,-4.889082408,-4.74312
088tolu_370,285.1,-1.171220457,-1.010747
096meth_391,293.15,-4.161143425,-3.8542342
088tolu_370,293.06,-0.952215443,-0.85552776
150chlo_617,303.15,0.116600628,-0.13411212
210buty_854,323.15,-1.355826954,-1.1324877
0021eth,298.0,1.27,0.9899175
211pent_864,273.15,-3.392297136,-3.3636923
060dibr_238,308.15,-1.847255612,-1.9681542
018buta_84,348.15,-3.43691217,-3.4567285
025meth_96,298.0,-4.53166482,-4.5609956
095pent_387,273.15,-4.068382873,-3.9283152
025meth_96,313.55,-4.041172826,-4.101104
063octa_255,298.15,-3.87603797,-3.8146064
200meth_808,352.85,-2.800583088,-2.7608576
167cisd_673,278.0,0.84,0.63131833
063octa_255,343.25,-2.061198793,-2.1247878
207anis_848,363.85,-1.437752595,-1.4019642
164meth_670,302.65,-3.294108287,-3.285738
112bisc_456,354.05,-2.503262533,-2.3602366
206prop_838,343.75,-1.257029976,-1.3442225
188pent_765,293.15,-4.271841936,-4.3527007
092meth_382,303.15,-4.488770315,-4.392796
211pent_864,312.75,-2.088405076,-2.098059
182trim_748,288.0,-0.883190212,-0.89120984
026prop_100,303.15,-2.643458704,-3.2484999
229ethe_940,294.65,1.261640055,0.9092846
149etha_616,344.55,2.657806631,2.1862013
200meth_808,322.75,-3.569789126,-3.5207062
138isob_577,292.85,-2.542194386,-2.4271116
065chlo_267,313.15,-0.761777639,-0.72847486
031pent_128,298.15,-3.446102861,-3.0937781
216anth_887,298.0,-3.600803451,-3.3718717
122pipe_500,363.15,-4.551666508,-4.787349
188pent_765,373.15,-2.135619363,-2.292026
173buty_702,353.25,-1.191799389,-1.0065484
160nndi_659,363.15,-1.869822578,-2.2103524
113brom_466,293.15,-0.909609464,-1.0783546
262cycl_1049,353.15,-4.400300113,-3.9491816
249cycl_989,293.15,1.025385926,0.8531263
170meth_681,283.15,-2.807815743,-2.642245
188pent_765,303.15,-3.92071398,-4.0216036
207anis_848,354.35,-1.531714178,-1.5275081
128isop_541,333.25,-1.229560888,-1.154859
087meth_361,363.85,-3.024269524,-3.0157356
149etha_616,303.65,2.03951224,1.6968749
128isop_541,303.45,-2.209581923,-1.8257234
255cycl_1006,312.15,1.079485316,0.8458464
0219hyd_chloroform,298.0,-0.51,-0.7934773
031pent_128,343.35,-2.488789143,-2.2920856
112bisc_456,364.85,-2.368279239,-2.2412899
128isop_541,282.25,-2.91713068,-2.4963167
0068ani_carbontet,298.0,-5.49,-4.593068
088tolu_370,313.0,-0.533159675,-0.4078958
0230eth,298.0,-5.51,-5.277582
267octa_1065,282.85,-4.277816239,-3.9964657
083hexa_352,313.15,2.673541725,2.4157512
114dipr_467,283.15,-1.754240125,-1.8598937
026prop_100,343.65,-1.782762501,-1.8598616
009hept_30,312.95,-3.589894397,-3.6923094
094trim_384,290.15,-5.834781708,-5.4993153
109ethy_443,308.0,2.08,1.736656
241fluo_969,353.15,0.294506734,0.28337026
009hept_30,298.09,-4.147988365,-4.280854
018buta_84,288.15,-4.961104056,-5.0654793
060dibr_238,288.15,-2.224435774,-2.2536068
0103eth_chloroform,298.0,-4.02,-3.785745
017etha_82,287.36,-7.015661454,-6.808549
117chlo_487,298.15,-2.484799981,-2.3429186
122pipe_500,343.15,-5.36161922,-5.2638674
0142die_chloroform,298.0,-6.4,-5.2253656
171hept_682,303.15,-6.355416829,-6.1892996
0091met,298.0,-2.78,-3.220325
117chlo_487,277.15,-3.030028247,-3.0734296
119dime_489,285.15,-4.369517983,-4.318095
265dime_1062,323.15,-3.818296862,-3.6975803
233tetr_950,353.15,3.914931203,3.6022508
011pent_43,303.75,-4.321018786,-4.1788874
test4001_chloroform,298.0,-6.6,-5.2831306
064prop_265,273.15,-5.171863421,-5.318797
0201bro,298.0,-0.13,-0.44658446
166chlo_672,318.15,-0.475440231,-0.6859307
121meth_491,282.15,-3.55856921,-3.3620536
210buty_854,312.75,-1.684107769,-1.5361736
023hexa_94,298.0,-0.240768122,-0.29248905
0168chl,298.0,-0.25,-0.42300916
094trim_384,286.15,-5.90496042,-5.5337887
033diet_133,283.15,-2.367623691,-2.3417764
203pent_817,323.15,-3.545741211,-3.5530453
021benz_92,293.15,-6.835093641,-6.644348
240meth_959,273.15,-6.102084897,-5.775846
011pent_43,303.15,-4.351568378,-4.194497
267octa_1065,313.55,-2.769949301,-2.607577
test1023,298.0,-5.7,-5.681676
153ethy_629,311.15,-2.50632527,-2.33168
226ethy_921,283.15,-3.371069886,-3.2508838
149etha_616,308.75,2.129119971,1.7604301
0220tri,298.0,-8.7,-8.696143
test1015,298.0,-9.5,-9.236726
113brom_466,363.15,0.014020873,-0.447181
0202bro,298.0,-1.95,-1.7082562
test1030,298.0,-5.5,-5.682993
198isoq_797,332.95,-4.841885744,-4.6104326
193meth_779,313.25,2.986339832,2.3348114
025meth_96,312.89,-4.005768239,-4.118329
142meth_590,278.0,-3.244357908,-3.1201282
test2024,298.0,-5.22,-4.4679756
102hexa_410,333.15,-2.768058543,-2.8607135
0039mxy,298.0,-0.84,-0.76563406
0427dcl,298.0,-10.81,-10.4544325
099prop_404,283.15,1.606603646,1.3660533
102hexa_410,313.15,-3.299323604,-3.295177
076meth_314,273.15,-7.308180089,-7.0721836
0099but_chloroform,298.0,-6.71,-5.9843283
0205chl,298.0,0.06,0.024824142
0449pho,298.0,-5.1,-4.5006876
018buta_84,291.15,-4.819332677,-4.94242
149etha_616,290.75,1.771503065,1.5195296
207anis_848,323.35,-2.034463058,-2.0466537
030meth_125,284.65,-3.339137182,-2.9087443
183vale_749,313.15,-3.242109941,-2.9799075
141dich_589,273.15,-1.803432819,-1.7066622
068nitr_275,293.15,-3.803245117,-3.6123252
0444pho,298.0,-5.06,-4.9280615
152dime_628,283.15,-4.722342777,-4.4632545
077meth_318,343.35,-2.840434777,-2.7096002
263isob_1051,363.35,-2.665002844,-2.0670106
183vale_749,273.15,-4.194742136,-3.7984905
0126eth_chloroform,298.0,-4.44,-3.8032196
113brom_466,283.15,-1.10299983,-1.2024912
033diet_133,281.65,-2.45752205,-2.3766549
210buty_854,282.65,-3.005727239,-2.8441052
054trif_228,283.15,-4.615171754,-4.3803196
