Mol,Temp,y,y_pred
0142die_chloroform,298.0,-6.4,-5.390258
test0014,298.0,-3.54,-3.3971868
215nndi_886,338.0,-6.86996154,-6.8653994
072meth_293,348.35,2.746964993,2.1693068
210buty_854,363.45,-0.174074291,-0.34121847
136etha_574,313.15,-4.544755955,-4.7690134
123dibu_505,373.15,-0.422212316,-0.59480286
n006,298.0,-4.48,-5.1095285
250nitr_991,303.15,-10.55175291,-10.418937
068nitr_275,313.15,-3.485145461,-3.5500784
215nndi_886,298.0,-7.715363697,-7.608574
030meth_125,304.05,-2.864136897,-2.6174057
071hept_283,308.0,-2.18,-2.197906
258hexa_1012,302.85,-3.142991474,-2.8677912
0034hex,298.0,0.29,0.35643768
198isoq_797,318.65,-5.11494858,-4.98385
077meth_318,333.15,-3.078606748,-3.0808616
0036tol_chloroform,298.0,-5.48,-5.3400955
225ethe_920,317.15,-0.915396699,-0.9985118
022nitr_93,313.15,-2.885675289,-3.009027
210buty_854,333.05,-1.005278409,-0.84720635
081hexa_332,283.25,-4.749457106,-4.902446
test1035,298.0,-5.4,-5.5201216
0233ethb,298.0,-9.71,-9.673178
194pent_782,323.15,-0.827337948,-0.7522106
020nitr_91,293.15,-4.052836566,-3.694914
230bisc_941,333.75,-3.774239565,-4.106507
145buty_600,323.15,-3.176020233,-2.9539795
0058hep_carbontet,298.0,-6.49,-5.0341454
0119met_chloroform,298.0,-6.98,-5.5470967
018buta_84,283.15,-5.122609242,-5.243895
028cycl_111,323.25,-4.753577889,-4.8295736
056buta_230,300.19,-4.514280213,-4.6856346
0039mxy_chloroform,298.0,-5.86,-5.356594
121meth_491,282.15,-3.55856921,-3.2830756
233tetr_950,283.15,2.739286543,2.7857256
202meth_816,321.75,-1.255625663,-1.405533
0122Nme,298.0,-4.68,-4.573126
029pent_116,273.15,-5.159292114,-5.271989
0176pdi,298.0,-1.01,-1.0660378
210buty_854,343.35,-0.699553786,-0.59863985
093pyrr_383,293.15,-5.643323992,-5.566161
114dipr_467,283.15,-1.754240125,-1.5683203
077meth_318,302.65,-4.026872627,-3.9754643
025meth_96,313.55,-4.041172826,-4.2907677
029pent_116,313.15,-3.709650326,-3.8300734
030meth_125,273.15,-3.587527831,-3.4010036
215nndi_886,328.3,-7.071326713,-7.0362573
227hept_923,322.95,-2.298559617,-1.96475
245pyri_978,343.15,-3.782441093,-3.7014582
076meth_314,343.15,-5.358716788,-5.2986426
119dime_489,363.15,-1.9308877,-2.2054205
234brom_951,313.15,-1.156333491,-0.9691639
250nitr_991,273.15,-11.1871403,-10.885857
227hept_923,303.85,-2.830663238,-2.4891489
0064met,298.0,-1.66,-1.3988198
016nona_72,363.65,-1.136315873,-1.1100854
n200_chloroform,298.0,-14.31,-13.162908
185acen_753,304.0,-2.933066743,-3.0421438
055nitr_229,313.15,-9.319280542,-9.209883
134brom_571,308.15,-1.245550445,-1.36208
011pent_43,313.15,-4.012335379,-4.0650177
056buta_230,353.19,-3.253097234,-3.4941227
045meth_187,333.15,1.231122732,1.1427183
088tolu_370,279.33,-1.350346962,-1.1723179
182trim_748,283.0,-0.984516043,-0.9358928
156ethy_639,353.45,-1.486981172,-1.4319626
141dich_589,298.15,-1.333956226,-1.3072252
151tetr_627,273.15,-0.677603944,-0.29150033
201cume_815,348.19,0.559195584,0.3921523
049ethy_202,323.15,-1.666417054,-1.8006847
240meth_959,282.65,-5.693129143,-5.6405096
251brom_992,273.15,-1.282112975,-1.2375729
216anth_887,284.0,-3.956315051,-3.89523
046ethy_190,323.15,-3.230873602,-3.32063
011pent_43,293.35,-4.69865002,-4.714481
0110but_carbontet,298.0,-5.35,-4.223401
215nndi_886,323.15,-7.136198769,-7.119131
106pent_428,372.25,3.89889081,3.6794024
189nmet_775,353.15,-5.489412815,-5.784448
177trie_722,373.15,-0.529039871,-0.51608455
0095eth,298.0,-3.1,-3.1355922
204meth_822,293.15,-3.18946699,-2.8913293
108hexy_433,333.15,-2.89757155,-2.949992
151tetr_627,323.15,0.69640101,0.69056106
256hexa_1007,313.15,0.4500458,0.059378147
094trim_384,313.15,-5.549424733,-5.2799726
082nona_342,353.35,-1.921504195,-1.9555706
007meth_27,353.15,-3.524452295,-3.4675345
063octa_255,343.25,-2.061198793,-2.027982
079octy_321,292.15,-3.026209144,-2.6375887
163cycl_666,278.0,-0.19,-0.17419529
174hexa_712,288.15,2.162906407,1.8766465
272prop_1085,363.15,-0.103431729,0.013345242
0088but,298.0,-6.36,-6.599313
104buty_415,312.85,-1.464094913,-1.3392822
228dime_933,333.05,-5.80675437,-5.522981
test3005,298.0,-10.91,-9.906942
076meth_314,373.15,-4.679295127,-5.055906
0118ani_chloroform,298.0,-7.34,-6.383925
0403thi,298.0,-10.4,-11.28943
056buta_230,323.19,-3.835954485,-4.0641594
177trie_722,273.15,-4.278188686,-3.9487815
142meth_590,293.15,-2.818747467,-2.835719
198isoq_797,298.35,-5.521350101,-5.2180967
088tolu_370,295.7,-0.863309371,-0.82214546
090nmet_375,373.15,-4.752598053,-4.7668924
099prop_404,298.65,2.021197816,1.8956852
166chlo_672,318.15,-0.475440231,-0.77007306
189nmet_775,323.15,-6.032063397,-6.2472067
257dime_1010,323.15,-1.431094161,-1.4562626
182trim_748,333.14,0.086819894,0.0039367676
247hydr_987,323.15,-0.31710666,-0.12189913
063octa_255,288.15,-4.387170512,-4.4069023
001tetr_1,323.15,0.6708965,0.7208772
141dich_589,308.15,-1.175722186,-1.0976019
178cycl_728,313.0,1.5,1.2463074
261hexa_1039,333.25,-2.808163205,-2.9038773
240meth_959,273.15,-6.102084897,-5.941258
0079pen,298.0,-3.41,-3.1067107
018buta_84,308.15,-4.357019761,-4.4703956
196ethy_784,292.55,-2.296081562,-2.28648
050meth_212,293.25,-4.070790158,-4.194611
099prop_404,295.95,1.94972754,1.8448896
182trim_748,343.14,0.258947148,0.18262625
097trim_399,308.0,-0.523649602,-0.43501854
213octa_875,292.75,-4.029023826,-3.8686306
088tolu_370,288.1,-1.085992185,-0.9999149
188pent_765,343.15,-2.763718702,-2.9282506
249cycl_989,288.15,0.957457028,0.69745827
241fluo_969,303.15,-0.667803367,-0.81158185
177trie_722,333.15,-1.633802247,-1.7684286
128isop_541,292.55,-2.512112858,-2.3954613
025meth_96,323.25,-3.795064711,-3.997457
205hept_828,328.85,3.692994784,3.4191713
018buta_84,353.15,-3.361837961,-3.3849125
0003pro,298.0,1.96,1.8774395
051buty_215,302.85,-2.259785297,-2.2105246
233tetr_950,363.15,3.973691992,4.010745
156ethy_639,292.65,-2.908579702,-2.6718364
088tolu_370,280.06,-1.316794276,-1.1576905
201cume_815,319.1,-0.057582259,-0.030022621
100tetr_405,303.15,2.03889669,1.6781397
030meth_125,343.35,-2.0972031,-2.0890412
0229hyd,298.0,-6.26,-6.690711
213octa_875,283.15,-4.564810381,-4.4026794
115nmet_477,363.15,-1.910227963,-1.8195622
085meth_357,282.65,-3.74543664,-3.398063
0220tri_chloroform,298.0,-9.74,-9.290478
232meth_949,278.2,-6.727988089,-6.5169315
013hept_55,323.15,-2.923811962,-3.1628199
225ethe_920,305.15,-1.190007974,-1.1931691
259prop_1021,343.25,-0.948981874,-0.99204195
057trim_232,343.15,-3.289854971,-3.317943
088tolu_370,308.0,-0.586379221,-0.5698502
233tetr_950,273.15,2.451294484,2.529132
067anil_274,281.75,-6.653142743,-6.4865017
108hexy_433,283.15,-4.642414696,-4.567257
116tran_482,313.0,2.36,2.1157885
064prop_265,343.15,-3.218208619,-3.3704677
003buta_12,331.15,2.895189498,2.6050844
257dime_1010,303.15,-1.792719942,-1.7484434
220tric_899,318.15,-0.165608075,-0.25590515
test1004,298.0,-1.8,-1.9378859
072meth_293,287.85,1.87719547,1.7164149
050meth_212,322.95,-3.329901872,-3.442986
056buta_230,293.15,-4.729113236,-4.903063
183vale_749,343.15,-2.810968194,-2.3972735
046ethy_190,353.45,-2.425415934,-2.6708965
124meth_515,343.35,-3.365410743,-3.3473392
097trim_399,288.0,-1.057119036,-0.88756025
074octa_295,308.15,3.327066996,2.916029
203pent_817,343.15,-3.16782083,-3.546989
261hexa_1039,312.95,-3.490071223,-3.538161
011pent_43,333.15,-3.424571919,-3.477744
128isop_541,323.15,-1.580542656,-1.4876299
233tetr_950,323.15,3.581537291,3.6772356
050meth_212,282.85,-4.404100174,-4.490948
077meth_318,282.95,-4.722774068,-4.658095
116tran_482,303.0,2.06,1.7993631
177trie_722,283.15,-3.747054396,-3.5404825
0108pyr,298.0,-5.48,-5.3701496
155npro_638,288.0,-0.78074246,-0.7950231
088tolu_370,293.0,-0.943405691,-0.88953614
272prop_1085,303.15,-0.845661304,-0.75853515
183vale_749,293.15,-3.656540036,-3.2968903
229ethe_940,308.35,1.490057986,1.2936234
230bisc_941,313.45,-4.303014403,-4.4751806
001tetr_1,297.95,0.129161106,0.18681502
179cycl_732,307.95,0.402329613,0.4461906
155npro_638,298.15,-0.520148329,-0.4950843
114dipr_467,363.15,0.252398687,0.1895876
0506nit,298.0,-3.95,-3.6220758
185acen_753,277.1,-3.78300338,-3.725815
116tran_482,308.0,2.21,1.9520464
221isop_900,335.35,-1.707263709,-1.7930381
074octa_295,298.15,2.926395891,2.5122166
121meth_491,353.05,-1.592023466,-1.2887645
0427dcl,298.0,-10.81,-10.7113
164meth_670,302.65,-3.294108287,-3.2056775
260ethy_1031,353.65,-0.73045726,-1.0539682
186fluo_754,343.15,0.283098776,0.10084963
0023str,298.0,0.61,0.8009577
099prop_404,293.15,1.845544675,1.7913036
002dime_2,343.65,-0.508580129,-0.65086067
0120met_chloroform,298.0,-7.35,-6.591331
243meth_971,312.95,-4.062197511,-4.1655746
138isob_577,333.65,-1.51671487,-1.5155123
028cycl_111,343.45,-4.280303701,-4.300209
0054hex_carbontet,298.0,-5.04,-4.428221
136etha_574,293.15,-4.923950767,-5.175304
0037eth,298.0,-0.8,-0.5555521
0055ocr_chloroform,298.0,-7.55,-6.914026
219acet_898,303.15,-3.444622838,-3.3954782
011pent_43,353.15,-2.956979788,-3.036635
220tric_899,288.15,-0.838708168,-0.84471357
016nona_72,353.45,-1.348117538,-1.2558064
204meth_822,298.15,-3.047890685,-2.769528
090nmet_375,273.15,-8.984406897,-8.787535
007meth_27,373.15,-3.203504184,-3.1978939
025meth_96,293.15,-4.694221498,-4.782024
259prop_1021,353.25,-0.648437245,-0.8226918
087meth_361,303.65,-4.673513577,-4.7697134
055nitr_229,363.15,-8.59491877,-8.413952
087meth_361,293.15,-5.082937653,-5.163924
0049but_carbontet,298.0,-4.2,-3.1877882
0183bro,298.0,-0.48,-0.6322057
058phen_233,303.65,-6.154635079,-6.121001
0437pho,298.0,-6.92,-6.9566627
044hept_177,323.15,-2.906271105,-2.906305
076meth_314,313.15,-6.127878651,-6.2822313
186fluo_754,293.15,-0.290147175,-0.3979125
173buty_702,333.35,-1.672620737,-1.7489394
141dich_589,293.15,-1.39892403,-1.4124196
092meth_382,343.15,-3.550560615,-3.4627113
179cycl_732,277.95,-0.331659558,-0.27939248
test1013,298.0,-9.7,-10.335594
194pent_782,293.15,-1.65938644,-1.5594611
0240met_chloroform,298.0,-7.81,-6.697935
261hexa_1039,293.15,-4.276856149,-4.309326
201cume_815,328.09,0.178895663,0.124429226
test1063,298.0,-9.4,-9.568386
042cycl_160,303.85,-5.343398235,-5.3131266
145buty_600,273.15,-4.17457841,-3.5958896
149etha_616,290.75,1.771503065,1.6715703
017etha_82,287.36,-7.015661454,-7.161545
196ethy_784,312.95,-1.608175914,-1.6440403
085meth_357,353.15,-2.114809938,-1.9582416
164meth_670,333.85,-2.476229473,-2.1466885
219acet_898,298.0,-3.491476358,-3.514248
198isoq_797,347.95,-4.569365313,-4.3569117
225ethe_920,324.15,-0.797508273,-0.87401664
121meth_491,322.95,-2.242145271,-2.1697586
063octa_255,283.15,-4.67994887,-4.6913266
test4006,298.0,-0.59,-0.65061677
018buta_84,333.15,-3.752186416,-3.824687
208tetr_850,298.15,-2.47216726,-2.3697252
225ethe_920,297.15,-1.370730013,-1.3329198
114dipr_467,373.15,0.348661712,0.37323236
179cycl_732,298.25,0.162678648,0.2189846
0121met,298.0,-4.94,-4.8576784
162phen_665,277.15,-6.524463081,-6.674219
112bisc_456,364.85,-2.368279239,-2.5129097
114dipr_467,333.15,-0.232240976,-0.45967674
064prop_265,293.15,-4.534193909,-4.5952897
072meth_293,314.15,2.330658701,1.9652395
018buta_84,363.75,-3.218326177,-3.1129794
082nona_342,282.95,-5.256042357,-5.2121353
064prop_265,353.15,-3.004395227,-3.0960245
141dich_589,288.15,-1.498320662,-1.5235001
112bisc_456,343.75,-2.666383075,-2.7386026
095pent_387,343.25,-2.346348812,-1.8655825
064prop_265,273.15,-5.171863421,-5.2621927
210buty_854,323.15,-1.355826954,-1.2139537
057trim_232,333.15,-3.516453746,-3.537952
097trim_399,300.0,-0.753431734,-0.614377
030meth_125,288.05,-3.260436849,-2.931222
n010,298.0,-5.67,-5.3515825
247hydr_987,373.15,-0.061987967,0.1835432
0122Nme_carbontet,298.0,-6.58,-5.2030325
029pent_116,363.15,-2.433167853,-2.5247774
160nndi_659,283.15,-3.818388899,-3.745952
173buty_702,282.25,-3.143161469,-2.8690205
249cycl_989,293.15,1.025385926,0.823792
121meth_491,292.25,-3.184583485,-2.9573073
202meth_816,273.15,-2.915737453,-2.8069222
247hydr_987,283.15,-0.712853436,-0.5240443
168nitr_678,303.15,-3.541384772,-3.4117477
145buty_600,303.15,-3.545117603,-3.2502248
179cycl_732,297.95,0.154983331,0.21178484
123dibu_505,313.15,-2.61353287,-2.7636604
184carb_752,288.15,0.18940851,0.112374306
049ethy_202,343.35,-1.225125197,-1.2968099
007meth_27,333.15,-3.873788941,-3.8281538
119dime_489,303.15,-3.746287764,-3.7128737
149etha_616,273.15,1.287439849,1.4440954
0056mcr_chloroform,298.0,-6.7,-6.5903363
186fluo_754,273.15,-0.603454976,-0.5868876
213octa_875,353.15,-1.674385857,-1.5868961
221isop_900,273.15,-3.321249769,-3.4135556
128isop_541,273.15,-3.299594967,-2.9928727
029pent_116,293.15,-4.411444556,-4.4704647
114dipr_467,323.15,-0.462276033,-0.6575607
0017cyc,298.0,1.2,1.0851843
047prop_200,311.15,1.376625637,1.240958
173buty_702,303.15,-2.459045207,-2.345712
0069met_chloroform,298.0,0.12,0.08291268
175tetr_718,312.75,2.133881968,1.1283903
010brom_40,298.0,-0.401464963,-0.5674715
115nmet_477,333.15,-2.681139737,-2.731706
184carb_752,293.15,0.293539902,0.18192077
010brom_40,283.15,-0.898539451,-0.8361237
001tetr_1,298.15,0.107714514,0.19279194
077meth_318,293.95,-4.314905141,-4.273046
005dipr_16,283.15,-4.386474616,-4.4451733
003buta_12,276.15,1.449795062,1.2812314
195meth_783,353.15,-3.720716228,-3.6782007
229ethe_940,286.95,1.113125536,0.9398742
194pent_782,303.15,-1.355993904,-1.2683446
142meth_590,278.0,-3.244357908,-3.1087775
232meth_949,298.15,-5.897552538,-5.9772744
244dich_977,321.05,-1.38968972,-1.3623972
124meth_515,293.05,-5.210340265,-5.4775076
202meth_816,303.15,-1.827827452,-2.02066
0010met,298.0,2.32,1.955308
049ethy_202,363.65,-0.761436729,-0.87684274
271isob_1080,323.45,-1.577570992,-1.5926596
194pent_782,298.15,-1.504750513,-1.3995564
0095eth_carbontet,298.0,-4.4,-3.817607
162phen_665,291.45,-6.278593872,-6.2210703
003buta_12,298.0,2.145568466,1.857727
064prop_265,303.15,-4.243947736,-4.3186016
044hept_177,313.15,-3.324909285,-3.1850162
122pipe_500,363.15,-4.551666508,-4.692194
0087pro_carbontet,298.0,-4.09,-3.5940204
087meth_361,313.15,-4.323560501,-4.449092
099prop_404,337.65,2.764232183,2.5291605
067anil_274,369.85,-5.145716509,-4.798131
095pent_387,353.35,-2.147590574,-1.7451444
252phen_995,298.0,-3.762706836,-3.497258
238form_957,308.15,-6.450888148,-5.99443
145buty_600,313.15,-3.355056413,-3.111276
