Mol,Temp,y,y_pred
0129ben_carbontet,298.0,-6.28,-5.540846
0118ani,298.0,-5.49,-5.9312997
110meth_451,343.15,-4.975509833,-4.843445
201cume_815,348.19,0.559195584,0.6682091
247hydr_987,293.15,-0.596629926,-0.46098912
085meth_357,333.95,-2.493974134,-2.2688613
test2017,298.0,-7.0,-6.757066
0438pho,298.0,-3.86,-3.8837438
n008,298.0,-10.9,-11.004251
238form_957,318.15,-6.29056192,-6.0058937
249cycl_989,293.15,1.025385926,0.9080992
209dich_853,328.15,-0.820959576,-0.9096111
132diet_563,353.25,-2.073484356,-2.0288396
0050met_methanol,298.0,-5.31,-4.4461226
196ethy_784,303.75,-1.9469473,-1.8493679
098dime_400,293.15,-7.80948547,-7.6506157
127form_539,287.36,-6.959804753,-7.1865616
025meth_96,333.35,-3.563678257,-3.6748881
214acry_885,312.15,-3.042265478,-2.8747265
266dime_1063,308.0,3.37,2.8859844
162phen_665,349.05,-5.281598934,-5.3681602
080dich_331,279.15,-1.256613977,-1.0959072
085meth_357,273.15,-4.057005697,-3.6365385
233tetr_950,293.15,2.995249212,2.8662033
0219hyd,298.0,-0.7,-0.41539526
268meth_1075,283.25,-4.800591345,-4.8843384
0222tri_carbontet,298.0,-8.6,-8.028876
test1049,298.0,-16.4,-16.273785
255cycl_1006,308.15,0.999606782,0.93468356
025meth_96,362.29,-2.940870956,-3.164781
125dibu_519,334.45,0.546949418,0.43758368
170meth_681,283.15,-2.807815743,-2.4818583
0245thi_chloroform,298.0,-5.83,-4.929906
086acet_360,285.15,-4.360958563,-3.9900374
239cisd_958,333.15,-0.485499315,-0.6594262
130nitr_552,293.15,-4.326690868,-4.2736
010brom_40,293.15,-0.56269602,-0.5630162
217buty_888,323.15,-3.565724274,-3.6502028
0086eth_chloroform,298.0,-4.74,-3.9972935
184carb_752,273.15,-0.154655443,-0.32292032
145buty_600,323.15,-3.176020233,-3.1568282
184carb_752,293.15,0.293539902,0.14488745
0052pen_chloroform,298.0,-5.9,-5.5652924
102hexa_410,273.15,-4.708587762,-4.8517146
202meth_816,292.95,-2.212283613,-2.4479814
188pent_765,293.15,-4.271841936,-4.4675093
0022pro,298.0,1.27,1.115421
210buty_854,312.75,-1.684107769,-1.4719484
050meth_212,273.15,-4.699572637,-4.4856772
056buta_230,353.15,-3.262475722,-3.1224246
080dich_331,343.15,-0.135590616,-0.10473013
157mxyl_645,283.0,-1.229152363,-0.9991181
183vale_749,293.15,-3.656540036,-3.2897556
173buty_702,323.15,-1.910155044,-1.6711845
0165tri,298.0,-0.25,-0.27409148
0233ethb_chloroform,298.0,-7.05,-6.250029
010brom_40,273.15,-1.236706369,-1.0713807
114dipr_467,298.15,-1.197372556,-1.0782857
014pent_65,293.15,-2.770546841,-2.8649142
165chlo_671,289.65,-0.06263288,-0.31148243
012prop_53,298.0,-4.756320792,-4.693544
081hexa_332,313.15,-3.583846041,-3.8934548
0114NNd,298.0,-7.58,-7.0819335
104buty_415,273.15,-2.700723052,-2.7865784
209dich_853,298.15,-1.494507894,-1.4674208
052diet_222,333.15,-0.826975415,-0.73997545
073meth_294,323.15,-4.144038817,-4.1938186
259prop_1021,312.65,-1.698380824,-1.5122129
227hept_923,282.85,-3.619667992,-3.393815
253dich_996,308.15,-1.084654094,-1.0579805
080dich_331,283.15,-1.182757165,-1.0526643
052diet_222,343.15,-0.662149683,-0.55965674
002dime_2,313.65,-1.398201376,-1.6369306
050meth_212,293.25,-4.070790158,-3.9218915
184carb_752,288.15,0.18940851,0.042513132
082nona_342,333.25,-2.886134011,-2.7842927
0223die,298.0,-1.63,-1.7026658
170meth_681,284.0,-2.769478834,-2.4594808
002dime_2,303.95,-1.844593625,-1.965848
021benz_92,303.15,-6.557824526,-6.347415
252phen_995,304.0,-3.610913408,-3.4983816
135dich_572,288.15,-3.740361212,-4.2272973
214acry_885,353.15,-2.747859888,-2.5986888
267octa_1065,292.35,-3.824013737,-3.581438
156ethy_639,343.35,-1.67546489,-1.4566028
165chlo_671,363.15,1.004120215,0.5800805
025meth_96,323.25,-3.795064711,-3.8786526
144morp_597,313.15,-6.707362603,-6.5258408
188pent_765,273.15,-5.054274482,-5.2941504
237nbut_954,323.14,0.320509357,0.384403
222meth_906,343.65,-2.959682328,-2.8676515
185acen_753,304.0,-2.933066743,-3.0239456
test1035,298.0,-5.4,-5.2013035
154meth_632,273.15,-3.489779943,-3.0427213
104buty_415,353.35,-0.402062145,-0.4975164
202meth_816,282.85,-2.48483206,-2.6418848
147hydr_614,303.15,-9.538497227,-9.236784
0427dcl,298.0,-10.81,-10.651219
n011,298.0,-5.55,-5.4884396
247hydr_987,343.15,-0.180762233,-0.1929617
229ethe_940,286.95,1.113125536,0.96075916
267octa_1065,313.55,-2.769949301,-2.6998396
0068ani_carbontet,298.0,-5.49,-4.6922207
077meth_318,293.15,-4.363557785,-4.384932
111prop_455,323.15,-2.928705277,-2.86617
0037eth_chloroform,298.0,-5.84,-5.698115
043hexa_167,333.15,-5.161861588,-4.8956103
