Mol,Temp,y,y_pred
224benz_919,283.0,-4.471071859,-4.142839
062hexa_251,373.15,-2.797077111,-3.2232547
0574eth,298.0,-4.74,-4.961151
066etha_268,373.15,-5.068901033,-5.2753553
222meth_906,333.15,-3.014299278,-2.8196626
test1022,298.0,-5.0,-4.964361
200meth_808,322.75,-3.569789126,-3.7316837
190pxyl_776,333.14,0.077504127,-0.0856092
224benz_919,343.15,-3.306900147,-3.1247604
032pipe_131,323.15,-4.301489552,-4.424899
197trif_794,333.15,-3.535379457,-3.8340154
163cycl_666,308.0,0.67,0.69911766
262cycl_1049,293.25,-5.3850761,-4.708335
n202,298.0,-17.74,-17.040287
115nmet_477,303.15,-3.695654158,-3.531382
060dibr_238,343.15,-1.384682086,-1.9509563
066etha_268,293.15,-7.76723876,-7.5320644
163cycl_666,283.0,-0.04,-0.00039744377
0127pro,298.0,-3.85,-3.0767279
158hexa_646,302.85,-4.072610271,-3.9528875
054trif_228,283.15,-4.615171754,-4.656377
238form_957,303.15,-6.50891998,-6.199274
185acen_753,291.0,-3.340874818,-3.258193
134brom_571,288.35,-1.701753694,-1.6037856
221isop_900,308.15,-2.254223196,-2.3518207
219acet_898,308.15,-3.359819875,-3.2675488
063octa_255,302.75,-3.591539376,-3.4185913
268meth_1075,363.15,-2.360564126,-2.6158278
196ethy_784,292.55,-2.296081562,-2.3115811
158hexa_646,298.19,-4.255643174,-4.089587
005dipr_16,303.15,-3.432771546,-3.5429838
0412clt,298.0,-1.92,-1.9861088
0064met,298.0,-1.66,-1.4435632
225ethe_920,305.15,-1.190007974,-1.447536
0088but_chloroform,298.0,-5.99,-5.978898
156ethy_639,302.85,-2.610678747,-2.580705
test3004,298.0,-11.61,-11.256437
019dich_90,301.65,0.226902639,0.16275716
009hept_30,273.15,-5.296647616,-5.031293
0441pho,298.0,-7.62,-7.332859
076meth_314,303.15,-6.405650801,-6.3474464
158hexa_646,353.45,-2.631060622,-2.6681638
147hydr_614,283.15,-10.04510972,-9.490089
159chlo_656,344.65,-8.39264458,-7.6270857
0437pho,298.0,-6.92,-6.363388
111prop_455,313.15,-3.171785745,-3.0563688
257dime_1010,273.15,-2.401267881,-1.9372427
070prop_277,303.15,-2.435664268,-2.5921183
251brom_992,273.15,-1.282112975,-1.2964057
113brom_466,288.14,-0.988430603,-1.1113398
219acet_898,283.15,-3.813869402,-3.7303376
227hept_923,292.95,-3.234698687,-2.9119754
262cycl_1049,343.65,-4.482345777,-4.0479817
204meth_822,282.65,-3.497864408,-2.912668
158hexa_646,283.15,-4.867588852,-4.5393085
164meth_670,323.25,-2.746119626,-2.861106
0236oct,298.0,-4.09,-4.024445
159chlo_656,364.95,-8.223411715,-6.8167696
189nmet_775,333.15,-5.826623184,-5.4985514
046ethy_190,333.45,-2.937075869,-3.1145585
158hexa_646,293.89,-4.427256727,-4.2213144
042cycl_160,293.15,-5.773445261,-5.4923906
263isob_1051,282.85,-4.396755701,-4.133026
077meth_318,293.95,-4.314905141,-3.9744892
125dibu_519,363.65,1.575778234,1.293936
267octa_1065,353.75,-1.453003367,-1.1390711
271isob_1080,312.95,-1.772116513,-2.2853363
0200tet,298.0,3.16,2.882343
006hydr_26,343.15,-9.372777545,-8.664977
104buty_415,363.85,-0.130534204,-0.33102167
0153flu,298.0,-0.22,-0.6396494
204meth_822,312.75,-2.610079835,-2.161398
050meth_212,343.35,-2.925833462,-2.974925
test2001,298.0,-9.94,-9.342476
158hexa_646,363.45,-2.371521855,-2.454448
115nmet_477,283.15,-4.519072469,-4.2716646
259prop_1021,363.65,-0.52840563,-0.77019525
196ethy_784,312.95,-1.608175914,-1.6500392
266dime_1063,313.0,3.53,2.720153
133acet_570,282.15,-4.217515406,-3.680648
266dime_1063,283.0,2.37,2.0855982
140tric_586,298.15,1.455218322,1.5821047
086acet_360,353.15,-3.510220838,-3.143806
0121met_chloroform,298.0,-7.5,-6.115897
030meth_125,293.15,-3.146791352,-2.8691285
153ethy_629,311.15,-2.50632527,-2.5177498
177trie_722,323.15,-1.988027924,-2.335279
115nmet_477,273.15,-4.977953957,-4.6665516
200meth_808,293.15,-4.68188919,-4.628127
039dime_156,292.35,-2.888975886,-2.5614684
189nmet_775,308.4,-6.300907807,-5.721093
0163chl,298.0,-0.63,-0.57329
test2025,298.0,-9.61,-8.438209
0014tri,298.0,2.85,2.3532078
243meth_971,312.95,-4.062197511,-3.8675246
024chlo_95,293.15,-0.006329118,-0.1891067
158hexa_646,312.95,-3.698696553,-3.6773405
202meth_816,282.85,-2.48483206,-2.518221
0176pdi,298.0,-1.01,-1.1636548
024chlo_95,283.15,-0.325985945,-0.4096694
164meth_670,282.65,-3.859443645,-3.6809444
243meth_971,353.25,-3.03919684,-2.9733834
222meth_906,334.85,-3.007606053,-2.7955031
trans-2-butene_methanol,298.0,-1.97,-1.4452578
233tetr_950,363.15,3.973691992,4.091304
147hydr_614,273.15,-10.33167803,-9.791404
186fluo_754,363.15,0.435978161,0.021986961
127form_539,308.64,-6.738292055,-6.514035
207anis_848,343.35,-1.692662196,-1.7897863
060dibr_238,298.15,-2.025318294,-2.1292388
005dipr_16,363.15,-1.478411181,-1.8701524
021benz_92,298.15,-6.693327055,-6.4260883
182trim_748,323.14,-0.095163263,-0.2501588
077meth_318,363.35,-2.39363913,-2.1877842
083hexa_352,333.15,3.144089135,3.1395009
037hept_141,333.55,-2.53165451,-2.653542
