Mol,Temp,y,y_pred
072meth_293,335.45,2.610019809,1.8031054
047prop_200,300.15,1.220266044,0.42503142
121meth_491,292.25,-3.184583485,-3.339244
249cycl_989,318.35,1.48783732,0.7173369
227hept_923,333.35,-2.031519017,-2.3955836
"1,3-butadiene_methanol",298.0,-2.15,-2.5502975
265dime_1062,363.15,-2.871309161,-3.3925653
080dich_331,333.15,-0.24744204,-0.52150226
090nmet_375,333.15,-6.250032127,-6.986496
test1054,298.0,-16.2,-16.221884
0424clp,298.0,2.86,1.8186777
047prop_200,305.15,1.311890157,0.49256134
151tetr_627,298.15,0.076561852,-0.1523112
033diet_133,303.15,-1.800856663,-2.475494
059dich_237,308.15,-1.067557372,-1.5987482
150chlo_617,297.45,-0.023616055,-0.9005803
036furf_139,289.15,-5.382179145,-5.150795
0143dip,298.0,-1.27,-1.8486705
test1006,298.0,-8.2,-7.4559402
198isoq_797,289.25,-5.713232672,-5.5051765
181diis_741,293.15,-3.433170889,-3.5946167
119dime_489,313.15,-3.379024013,-3.9912097
262cycl_1049,293.25,-5.3850761,-4.996419
167cisd_673,283.0,1.04,0.047235608
026prop_100,313.15,-2.438065427,-2.9030495
test3020,298.0,-6.3,-6.483902
063octa_255,363.65,-1.521925046,-2.3905413
208tetr_850,343.15,-1.44129708,-1.4608358
205hept_828,298.15,2.759901112,1.5466006
028cycl_111,313.95,-5.019886025,-5.4600334
083hexa_352,303.15,2.431768902,2.354455
096meth_391,303.15,-3.79835408,-4.4270864
102hexa_410,283.15,-4.299116314,-4.218856
255cycl_1006,312.15,1.079485316,0.33161378
104buty_415,273.15,-2.700723052,-3.1768394
007meth_27,283.15,-4.883075783,-5.4383516
071hept_283,298.0,-2.62,-2.9699416
028cycl_111,323.25,-4.753577889,-5.2165594
100tetr_405,273.15,1.28353519,0.8716054
167cisd_673,293.0,1.42,0.35988748
n015,298.0,-9.92,-9.693939
238form_957,283.0,-6.936272216,-6.5611897
0091met,298.0,-2.78,-3.7838495
192tric_778,343.15,0.720175812,0.4081155
267octa_1065,323.15,-2.502444729,-3.215291
224benz_919,363.15,-3.099782679,-2.8335886
206prop_838,273.15,-3.387435413,-2.9160528
185acen_753,291.0,-3.340874818,-3.5504546
022nitr_93,293.15,-3.248751468,-3.7578256
0051cyc,298.0,-5.49,-5.6447697
033diet_133,273.15,-2.635320039,-3.1362252
005dipr_16,273.15,-4.925784771,-5.4180737
0136met,298.0,-1.24,-0.99859655
070prop_277,303.15,-2.435664268,-2.8444192
250nitr_991,333.15,-10.08196497,-9.163214
184carb_752,283.15,0.080053423,-0.26521707
0108pyr,298.0,-5.48,-5.7703667
240meth_959,293.45,-5.240866602,-5.785537
208tetr_850,298.15,-2.47216726,-2.330141
250nitr_991,353.15,-9.853278508,-9.07135
040dime_157,328.25,3.137650468,1.8763719
142meth_590,298.0,-2.754969581,-2.5811992
0097pro,298.0,-2.86,-3.1800983
221isop_900,312.95,-2.209932538,-2.291295
245pyri_978,343.15,-3.782441093,-3.9693244
082nona_342,353.35,-1.921504195,-2.97523
047prop_200,295.15,1.115527158,0.35623968
0144thi,298.0,-2.73,-2.5965114
260ethy_1031,343.55,-0.965334741,-1.3227346
114dipr_467,283.15,-1.754240125,-2.461493
002dime_2,333.85,-0.745015108,-1.4146346
222meth_906,308.15,-3.294103021,-3.2677665
089diet_371,283.15,-2.017421241,-2.2535336
268meth_1075,363.15,-2.360564126,-2.886148
149etha_616,285.75,1.666318072,1.2698834
test1019,298.0,-7.1,-6.2895164
079octy_321,353.35,-0.868558378,-2.0687478
