#input
r(A),H1-H1,H1-H2,H1-O,H2-H1,H2-H2,H2-O,O-H1,O-H2,O-O
0.3375,-0.00000224257547642992,-0.0000014874342895154768,-0.00000265310740132918,-0.0000026885102215601364,-0.0000009789833796958192,-0.0000026429514718984137,-0.0000018023806944711396,-0.000002923378360719653,-0.000004157528508130781
0.36250000000000004,-0.0000021809755565982414,-0.000001432472615192637,-0.000002630312934570611,-0.0000026253730567304956,-0.0000009267038194593624,-0.0000026212282193682768,-0.0000017855461464932887,-0.0000028957405788787582,-0.000004046385356559767
0.3875,-0.000002121754775430418,-0.0000013803495164665947,-0.000002609408369380617,-0.0000025643430490163155,-0.0000008775290183393736,-0.0000026014760408088478,-0.000001770756512087246,-0.0000028690940894193773,-0.0000039366148598674044
0.41250000000000003,-0.0000020650010981171363,-0.000001331135536020156,-0.0000025881281828787905,-0.000002505493654325619,-0.0000008315368376088372,-0.0000025813430397647608,-0.0000017555729243667884,-0.0000028417617272680218,-0.000003828016701845627
0.4375,-0.0000020106163418631695,-0.0000012847184791553445,-0.000002561932546996104,-0.000002448714013780773,-0.0000007886205395379875,-0.0000025562160601566575,-0.0000017353679595544236,-0.0000028097276754124323,-0.000003720819790942187
0.4625,-0.000001954678651827635,-0.0000012371727677873423,-0.000002527528664586498,-0.00000239007300706362,-0.0000007448543328791857,-0.0000025227552100659523,-0.0000017068536806164047,-0.0000027700369855665485,-0.0000036132367426944256
0.48750000000000004,-0.0000018965758101785468,-0.0000011878889836225426,-0.000002486316589056514,-0.0000023289510551194326,-0.0000006996255166313858,-0.000002482332632780526,-0.000001671486757004459,-0.0000027242707858476933,-0.00000350461004927638
0.5125000000000001,-0.0000018363034826052171,-0.0000011368730241656522,-0.000002444250867483788,-0.0000022653408109363227,-0.0000006529312912562091,-0.0000024408967931321968,-0.000001635283751966199,-0.000002678390274013509,-0.0000033955291200982174
0.5375,-0.0000017740694033818727,-0.000001084337853285433,-0.0000023976261900315876,-0.0000021994501508970643,-0.0000006049748293435186,-0.00000239474147178953,-0.0000015946034750413673,-0.000002628634319989942,-0.0000032856116263246804
0.5625,-0.0000017100286981985846,-0.0000010304384403525546,-0.000002349575879634358,-0.0000021314399845095977,-0.0000005558974436326025,-0.0000023470063581498835,-0.0000015526328525083954,-0.000002578039726586212,-0.0000031754098586134205
0.5875,-0.0000016454825129130768,-0.0000009764642641130195,-0.0000023042755401547765,-0.00000206262077995234,-0.0000005069756525699631,-0.0000023018760941795335,-0.0000015135857154291443,-0.000002530664801270177,-0.0000030652591362922976
0.6125,-0.000001581050497634351,-0.0000009230190158859841,-0.000002256476705042587,-0.0000019936263129238796,-0.00000045879767185397213,-0.0000022541107682627626,-0.0000014722391199484264,-0.000002481151994970787,-0.0000029559612926277623
0.6375000000000001,-0.0000015179537911080843,-0.0000008713032428886436,-0.0000022069934857427143,-0.0000019256946188761503,-0.0000004125490704609547,-0.0000022045333025744185,-0.0000014294223831257113,-0.000002430213214665855,-0.0000028476588340708986
0.6625000000000001,-0.0000014562244814442238,-0.0000008213307438609263,-0.0000021541036119288037,-0.0000018588766295124515,-0.00000036822655147261685,-0.0000021514285322155047,-0.0000013834203969054215,-0.000002376038935381075,-0.0000027406604772295395
0.6875,-0.000001396013090015913,-0.0000007732443805252842,-0.0000020988474602745555,-0.0000017933415819015863,-0.0000003259548009282298,-0.0000020958437971785315,-0.0000013352760959151055,-0.000002319593903621353,-0.0000026343878403167764
0.7125,-0.0000013373162772722935,-0.0000007270916597690302,-0.0000020400705409429065,-0.0000017290998926000611,-0.0000002857555898572173,-0.000002036629950907809,-0.0000012838328018460743,-0.0000022596600217639207,-0.000002529456025968102
0.7375,-0.0000012810839535859486,-0.0000006840108284222879,-0.0000019788514293850312,-0.0000016670983882249857,-0.00000024872640835837956,-0.0000019748703437016957,-0.000001230163604759582,-0.0000021972619776988722,-0.000002426666810606548
0.7625000000000001,-0.0000012286168953323795,-0.000000645665195975198,-0.0000019144615635013906,-0.0000016086132745840587,-0.0000002164665460213655,-0.0000019098407051387767,-0.0000011735321265859966,-0.0000021316275251592742,-0.0000023293235926757916
0.7875000000000001,-0.0000011817050591389489,-0.000000614223509387557,-0.0000018480729977454757,-0.0000015554025196706789,-0.00000019107679349872342,-0.0000018427164150125463,-0.000001115099735216063,-0.0000020638921398585808,-0.00000224052416797349
0.8125,-0.0000011407012863173804,-0.0000005901623438830939,-0.0000017793819608868944,-0.0000015078130246592991,-0.00000017299096555234428,-0.000001773197567445095,-0.000001054551290735617,-0.0000019937238562306447,-0.000002162299949759472
0.8375,-0.0000011046334833508809,-0.0000005722274494246449,-0.0000017090576989176043,-0.000001464911818516157,-0.00000016096100807772018,-0.000001701957074828897,-0.000000992544016753527,-0.0000019217693250084267,-0.000002092033810185967
0.8625,-0.0000010707842363899545,-0.0000005571725552044882,-0.0000016362140229375655,-0.0000014240513195318272,-0.00000015177712953118316,-0.0000016281132388940023,-0.000000928181322024102,-0.0000018471266116648621,-0.0000020250762418072554
0.8875000000000001,-0.0000010333357352010353,-0.0000005386705623777743,-0.0000015621580473634822,-0.0000013794830948654635,-0.00000013915250463014672,-0.0000015529788299772918,-0.0000008627632723801071,-0.000001771090779811857,-0.0000019487472400214756
0.9125000000000001,-0.0000009869484784985616,-0.0000005110324536872213,-0.0000014863313992918847,-0.0000013259237476859198,-0.00000011742474725906504,-0.0000014760028648197476,-0.000000795729533820122,-0.0000016930970048179006,-0.00000185342884151396
0.9375,-0.0000009339191677781855,-0.0000004763446810329697,-0.0000014093635058998188,-0.0000012657126831072674,-0.00000008869814394074638,-0.0000013978236665934674,-0.0000007277159852492332,-0.0000016137715022068733,-0.0000017429176750738407
0.9625,-0.0000008814138965362872,-0.0000004417077974494532,-0.0000013307501092185703,-0.000001206044061063949,-0.00000006007537933783169,-0.0000013179483175917994,-0.0000006582328921922453,-0.000001532610497179121,-0.0000016322433680215909
0.9875,-0.0000008347247018036796,-0.00000041241443682338286,-0.0000012519525114385033,-0.000001152229344825173,-0.000000036847737305834016,-0.0000012378501708099066,-0.000000588763697351169,-0.000001451078986747234,-0.0000015306605973819387
1.0125,-0.0000007932543582001017,-0.0000003879088268377018,-0.0000011725596493761259,-0.0000011036866709446258,-0.000000018452183780937048,-0.000001157131578111148,-0.0000005189241960579238,-0.000001368773013155078,-0.00000143843652722353
1.0375,-0.0000007552972505209254,-0.0000003665460042157065,-0.000001093417949959985,-0.0000010587188796762348,-0.000000003235015810787445,-0.0000010766524098926311,-0.0000004495884411426232,-0.0000012865485530255683,-0.0000013519979233933554
1.0625,-0.0000007161294632851423,-0.00000034366082957149047,-0.0000010141364725768653,-0.0000010126110367991714,0.000000013479720450959576,-0.0000009960346289972222,-0.0000003803898778187431,-0.0000012040275692015712,-0.0000012640164754884609
1.0875000000000001,-0.0000006733022246407927,-0.00000031685529222613695,-0.0000009359468720049335,-0.0000009629189605675492,0.000000034098334822374454,-0.0000009165216852125013,-0.00000031257903287951194,-0.0000011224551883515232,-0.0000011728353115358914
1.1125,-0.0000006190327610511304,-0.0000002783897627978149,-0.0000008586267767896061,-0.0000009018670112936888,0.00000006637169747136795,-0.0000008379019504900498,-0.0000002459448467106995,-0.0000010416247846478655,-0.0000010782414960885944
1.1375,-0.0000005319001274983748,-0.00000020687406276920228,-0.0000007828649870589288,-0.0000008080362761120341,0.00000013169638179988397,-0.0000007608735188568971,-0.0000001811799279494153,-0.0000009622408754239586,-0.0000009816707802201563
1.1625,-0.0000003452465477948863,-0.000000035720532309824193,-0.0000007084459241468721,-0.0000006148197684296974,0.00000029671491574845277,-0.0000006852290539427486,-0.0000001180657989152678,-0.0000008841044234486617,-0.0000008833438300825946
1.1875,0.00000011502784502681607,0.00000040913870691383636,-0.0000006364804789882328,-0.00000014813697646332002,0.0000007355178297530074,-0.0000006120868931702717,-0.000000057705136669028434,-0.0000008083425200311467,-0.0000007844527658562583
1.2125000000000001,0.0000012786071863502002,0.000001557392991458073,-0.000000566934858170498,0.0000010217067512030553,0.0000018777858912244483,-0.0000005414191832642246,-0.000000000051016968427575193,-0.0000007349368900122499,-0.0000006850199270047597
1.2375,0.000004111258817829366,0.000004374815361529727,-0.0000005008365633329959,0.000003860485762174903,0.000004689284807568583,-0.00000047425882598872704,0.000000053885145234744414,-0.0000006649296437899466,-0.0000005858674398950825
1.2625000000000002,0.000010639420139568756,0.000010887852269547693,-0.0000004374692821329518,0.000010394646892564197,0.00001119644916514062,-0.00000040989394278767577,0.00000010483631740498822,-0.0000005976169745736115,-0.0000004869921781391895
1.2875,0.000024824447521609727,0.000025057859616595124,-0.00000037731123825324175,0.00002458555439943666,0.000025360621336290023,-0.00000034880679322668584,0.00000015234152783705213,-0.0000005334870820661308,-0.0000003892811264449847
1.3125,0.00005393656221031051,0.00005415504257655357,-0.00000031942190048539487,0.000053703440826780025,0.000054451986073900116,-0.00000029006031354583683,0.00000019735961132028024,-0.0000004716090984402399,-0.0000002928275648628187
1.3375000000000001,0.00011053067599675614,0.00011073426387042673,-0.0000002643679977154534,0.00011030323200600378,0.00011102537837359705,-0.00000023422353478963487,0.00000023934268256198266,-0.0000004125571990698518,-0.0000001982051003324159
1.3625,0.00021510721531114996,0.00021529585725943434,-0.00000021145154960322543,0.00021488537518621342,0.00021558109089880872,-0.00000018060089246318967,0.0000002790079349779262,-0.00000035564039535529446,-0.00000010585972631815821
1.3875000000000002,0.0003993955839263208,0.0003995690756823933,-0.00000016126546142913867,0.00039917930189403705,0.0003998483193043967,-0.00000012978625818504952,0.00000031578156267642044,-0.00000030145631058076106,-0.000000016581566342210863
1.4125,0.00071011671198562,0.00071027463388873,-0.0000001129886015860393,0.000709905980713188,0.0007105476984179404,-0.00000008095982195754914,0.00000035050338453856966,-0.0000002491883464017519,0.00000006994770274104667
1.4375,0.0012128022480766276,0.0012129438938686121,-0.00000006744230063304713,0.001212597109557123,0.0012132104848632252,-0.00000003494312750262907,0.00000038237038779698196,-0.00000019966029185525258,0.0000001522024035693903
1.4625000000000001,0.0019953658737961177,0.00199549018434908,-0.000000023491963929700432,0.001995166432983808,0.001995749873096031,0.000000009398490874445997,0.0000004125355559381205,-0.00000015174012446550478,0.00000023049966557664447
1.4875,0.003170661915874007,0.0031707674235974537,0.00000009173014348107245,0.003170468353793865,0.0031710196194651985,0.00000012493356393861177,0.0000005138840180052284,-0.00000003256070613133488,0.0000003052342378850881
1.5125000000000002,0.004877591627597155,0.004877676424932531,0.000004915028895879914,0.00487740421515781,0.004877920350274678,0.000004948469324972393,0.000005323211752283896,0.000004794697446186547,0.00000037678250919270795
1.5375,0.007280266891292797,0.007280328630429267,0.00012135065159668557,0.007280086000100994,0.007280563303311283,0.00012138429433150577,0.00012174419283894622,0.00012123463983471083,0.00000044515314812088036
1.5625,0.01056490420440781,0.010564940138287682,0.0014291722221457803,0.010564730315671511,0.01056516436482724,0.001429206407991046,0.0014295448059584714,0.0014290643102299327,0.0000005105291336349183
1.5875000000000001,0.014934446124470924,0.014934453191138175,0.009356644159353777,0.014934279832999664,0.014934665572148731,0.009356681001079892,0.009356962756683629,0.009356564249713983,0.0000005726768108615943
1.6125,0.020601120905041626,0.020601095855667495,0.03864402061050498,0.020600962918422283,0.020601294807065074,0.03864406663312536,0.0386441854516022,0.03864402877420048,0.0000006315800931133708
1.6375000000000002,0.027777456431557823,0.027777395995414622,0.11122393936004471,0.02777730756303498,0.027777579784846296,0.11122400682164368,0.1112237642925038,0.11122414753711496,0.0000006868952482363966
1.6625,0.03666642529081798,0.036666326367083,0.24126887572886346,0.036666286447101015,0.0366664931634233,0.2412689791650564,0.24126814178187317,0.24126941543450187,0.0000007385506251011975
1.6875,0.04745154052598366,0.047451400388439424,0.41964146361364385,0.047451412688950256,0.04745154832340148,0.41964161302828984,0.4196400276662189,0.41964242087014725,0.000000786235887062503
1.7125000000000001,0.060287698566177994,0.060287515063400576,0.6147257021224419,0.06028758277017232,0.06028764229971273,0.6147258984808275,0.6147235757420333,0.6147270708674881,0.0000008299442413317593
1.7375,0.07529350394940337,0.07529327568790478,0.7887984690641616,0.07529340125491046,0.07529338049082668,0.7887987058274462,0.7887958123033627,0.7888001562827469,0.0000008694128439401538
1.7625000000000002,0.09254561366515901,0.09254534015610716,0.9150880321319192,0.09254552513037595,0.09254542096298479,0.9150883000502574,0.9150850826188588,0.9150899008229914,0.0000009046515287991497
1.7875,0.11207544558619276,0.11207512735251868,0.9846452898585198,0.11207537223797459,0.11207518283620743,0.9846455813916037,0.9846422825352192,0.9846472065474501,0.0000009354782264381356
1.8125,0.13386833474776694,0.1338679733748407,1.003295756039961,0.13386827755321207,0.13386800249709552,1.003296065241031,1.0032928820682514,1.0032976126870068,0.0000009620029572943167
1.8375000000000001,0.15786502791617352,0.15786462605689167,0.9844082228761266,0.15786498775653257,0.15786462810950752,0.9844085477349154,0.9844055730605845,0.984409969213246,0.0000009842007102633943
1.8625,0.18396521638292285,0.18396477770291142,0.9419347405151655,0.1839651940302076,0.183964752333992,0.9419350698790936,0.9419323771383432,0.9419363326827437,0.0000010020651757258747
1.8875000000000002,0.21203271356623787,0.21203224265491372,0.8862905723137828,0.2120327096642285,0.21203218988121364,0.886290892043121,0.8862885084644034,0.8862919898162573,0.0000010154614926705108
1.9125,0.2419018229894334,0.2419013252198141,0.8249799615605014,0.24190183803815302,0.24190124542361957,0.8249802631879817,0.8249781864009691,0.8249812023808261,0.0000010244172017337405
1.9375,0.2733844176751319,0.2733838990538544,0.7632562946838846,0.27338445202119743,0.2733837929680618,0.7632565730303327,0.7632547838957322,0.7632573672586886,0.0000010289157046372566
1.9625000000000001,0.30627728353077543,0.3062767505099018,0.7043774674522751,0.3062773373602141,0.3062766191904416,0.7043777205186217,0.7043761909089454,0.7043783864289992,0.0000010288684677561832
1.9875,0.3403692646425256,0.34036872395256523,0.6501928984482106,0.34036933798093116,0.3403685687441964,0.6501931259228542,0.6501918249109622,0.6501936806706681,0.000001024118688519593
2.0125,0.3754478913567283,0.3754473498084465,0.6015444857194581,0.3754479840690763,0.375447172301115,0.6015446886366362,0.6015435856031957,0.6015451484070695,0.0000010154397500627965
2.0375,0.41130515172044824,0.41130461606127255,0.558661543623117,0.4113052635189334,0.4113044180464982,0.558661723533902,0.5586607902969405,0.5586621028545125,0.0000010032719615082897
2.0625,0.44774286412766884,0.44774234085772946,0.5213888161669331,0.44774299457311884,0.4477421242749102,0.52138897500285,0.521388186458168,0.5213892864836538,0.0000009879821902814001
2.0875,0.48457768847326577,0.48457718376546666,0.48938177646593317,0.4845778369877962,0.4845769506551818,0.4893819161280817,0.489381250634807,0.4893821704860528,0.0000009694295499684813
2.1125000000000003,0.5216467008674499,0.5216462203953967,0.46220010333263417,0.5216468667220298,0.5216459728269811,0.4622002257026452,0.4621996648277644,0.46220043190140814,0.0000009475231479427748
2.1375,0.5587978692237954,0.5587974185998092,0.43938982045122543,0.5587980515549376,0.5587971586431522,0.43938992719479586,0.439389455535931,0.4393900926527863,0.0000009230458601905411
2.1625,0.5958792303552798,0.5958788149056531,0.42050982336681386,0.595879428162263,0.5958785446011703,0.42050991600605414,0.4205095207394862,0.42051004680537574,0.0000008965275242189819
2.1875,0.6327521770464415,0.6327518015946652,0.405162387214105,0.6327523892291893,0.6327515229484817,0.4051624670289442,0.40516213763368114,0.4051625681207014,0.0000008681622318817972
2.2125,0.6692930569722293,0.6692927258788259,0.39299284923335165,0.6692932823585522,0.6692924408519545,0.3929929173479252,0.3929926451947665,0.39299299272904875,0.0000008382104681459168
2.2375000000000003,0.7053873873580443,0.7053871044448101,0.3836995666257508,0.7053876247218014,0.7053868149406881,0.3836996239510313,0.3836994020715707,0.38369967682119466,0.000000806790126262058
2.2625,0.7409275453613873,0.7409273139155346,0.37702503472065985,0.7409277934384306,0.740927021773004,0.37702508203614116,0.37702490480413076,0.37702511492621227,0.000000774097799194351
2.2875,0.7758108838252085,0.7758107065441422,0.37275872880289285,0.7758111413200695,0.7758104135226844,0.3727587667150942,0.37275862968525075,0.3727587815967297,0.0000007402153130442457
2.3125,0.8099403953195292,0.80994027431543,0.37072671855433725,0.8099406609127087,0.8099399820849484,0.37072674756906565,0.3707266472417672,0.370726745943017,0.0000007053093611375516
2.3375,0.8432252802035478,0.8432252169778138,0.3707925837543513,0.8432255525553884,0.8432249271035985,0.3707926042412595,0.3707925379600283,0.370792587211767,0.0000006694682781471784
2.3625000000000003,0.875582262831287,0.8755822582918995,0.37284775188521735,0.8755825405882476,0.8755819722259872,0.37284776414118426,0.372847729918675,0.3728477324762025,0.0000006329480584099656
2.3875,0.9069361444417439,0.9069361989071609,0.37681225210852176,0.9069364262420905,0.9069359179778758,0.376812256324385,0.37681225278167574,0.37681221050674196,0.0000005993048830532643
2.4125,0.9372205752302634,0.9372206884624816,0.38262619272509824,0.9372208597137188,0.9372204138722822,0.3826261890425684,0.3826262152750388,0.3826261293123707,0.0000006517978192732699
2.4375,0.9663744037637585,0.9663745750023054,0.3902508644800946,0.9663746896034127,0.9663743078500104,0.39025085295955364,0.3902509085026509,0.39025077935102104,0.000002027697348694346
2.4625000000000004,0.9943132992893595,0.9943135272951764,0.39966115120014933,0.994313585337423,0.9943132687353327,0.3996611318732164,0.39966121659317366,0.39966104424702564,0.00001689254486336722
2.4875000000000003,1.0206081273750982,1.0206084032371905,0.41084690882139796,1.020608406291153,1.0206081614123192,0.41084688165851446,0.4108469957340617,0.41084677973083217,0.00012806730254055765
2.5125,1.0443574167636243,1.0443577341686918,0.4238059327447985,1.0443576881824157,1.0443575119544874,0.4238058977058188,0.42380604153190404,0.4238057810757141,0.0007415620368078635
2.5375,1.0647781307561601,1.0647784831659095,0.43854559181878017,1.0647783970966032,1.06477828242204,0.4385455488202723,0.43854572299800054,0.4385454169950691,0.003335477904528261
2.5625,1.0809227448718275,1.0809231227318605,0.4550760685084896,1.0809230084637989,1.0809229452356348,0.45507601747360127,0.45507622271956905,0.45507586989450033,0.011998068501924308
2.5875000000000004,1.092108233156047,1.092108624134994,0.47341217154173876,1.0921084950532602,1.0921084703923185,0.4734121123668871,0.4734123495077114,0.47341194843291134,0.035457441553859326
2.6125000000000003,1.0982774614244448,1.09827785214312,0.4935666219115973,1.0982777208429653,1.098277720828257,0.4935665545170309,0.49356682440013344,0.4935663736099656,0.08822993861934947
2.6375,1.1000420059696765,1.1000423843486118,0.5155520511069795,1.1000422606090225,1.1000422726233907,0.5155519754015074,0.5155522788937219,0.5155517769092199,0.18909241956984602
2.6625,1.098443922849441,1.0984442797524068,0.5393742295534736,1.0984441696965206,1.0984441840713117,0.5393741454861214,0.539374483384961,0.5393739288269472,0.3563502630931623
2.6875,1.0946293170559258,1.0946296469673982,0.5650343556353477,1.0946295531740233,1.0946295638643377,0.5650342631576422,0.5650346361946958,0.5650340278022412,0.6015503564097173
2.7125000000000004,1.089598652002607,1.0895989525809924,0.5925222284421494,1.089598875008356,1.0895988791471183,0.5925221275609545,0.5925225363144477,0.5925218730552331,0.9244671317631514
2.7375000000000003,1.0840917963848682,1.0840920673452743,0.6218190025655588,1.0840920045951137,1.0840920013732642,0.621818893301537,0.6218193382074162,0.6218186192858468,1.271192948042966
2.7625,1.0785966997103742,1.078596942353272,0.6528903779901327,1.0785968921153994,1.0785968823106558,0.6528902604319029,0.6528907416991387,0.6528899666608368,1.5527992288326686
2.7875,1.0734144496154485,1.0734146659504304,0.6856900241767931,1.0734146257375698,1.0734146108347744,0.6856898984344753,0.6856904160664641,0.6856895847922004,1.7763546431291672
2.8125,1.0687094496237464,1.0687096419572697,0.7201529187089903,1.0687096093730446,1.068709591151304,0.720152784969116,0.7201533386847814,0.7201524514843527,1.9504336493091898
2.8375000000000004,1.0645514558749198,1.0645516264495924,0.7562006006999695,1.0645515994200139,1.0645515795874658,0.7562004591873972,0.756201048425595,0.7562001060649379,2.0823599359791842
2.8625000000000003,1.0609506841904164,1.0609508350528927,0.7937381924953257,1.060950811861943,1.0609507919221812,0.7937380435344892,0.7937386673814899,0.7937376711612814,2.1784165187172277
2.8875,1.0578830369423784,1.0578831698283295,0.8326560982829676,1.0578831491636436,1.057883130295366,0.8326559422114457,0.832656599489269,0.832655551147738,2.244017200649722
2.9125,1.0553075467633093,1.0553076631120106,0.8728145948239643,1.0553076440070157,1.0553076270766226,0.8728144320612472,0.8728151212243631,0.872814023089191,2.2838453761596895
2.9375,1.053177129329967,1.0531772302736613,0.9140250801601013,1.0531772120910787,1.0531771976366429,0.9140249111498804,0.914025630234832,0.9140244854514066,2.301965370432157
2.9625000000000004,1.0514451109566068,1.0514451973839982,0.9559894087872038,1.0514451797392894,1.0514451680320818,0.9559892341064682,0.9559899803504806,0.955988793713928,2.301912907091264
2.9875000000000003,1.0500684784530492,1.0500685510284953,0.9982641537388872,1.050068533763799,1.0500685248229118,0.9982639740680526,0.9982647435868017,0.9982635224528309,2.2867685812339857
3.0125,1.0490094918309154,1.0490095510623547,1.0394967389324137,1.0490095341779906,1.0490095278375335,1.0394965622751755,1.0394973170061377,1.0394961240728833,2.25921890228733
3.0375,1.0482359358033833,1.0482359820619038,1.0783591586777845,1.0482359656973728,1.0482359616229786,1.07835898582141,1.078359720356275,1.078358566496874,2.2216068539267155
3.0625,1.0477210198324372,1.0477210534102497,1.11469753379356,1.0477210377890813,1.0477210355371724,1.1146973651893006,1.114698075840593,1.1146969690431945,2.175974978570082
3.0875000000000004,1.0474427375584483,1.0474427586801909,1.1485707265193952,1.0474427441006782,1.047442743128876,1.1485705624705815,1.148571246355388,1.148570192740209,2.1241016208959707
3.1125000000000003,1.047383397895537,1.0473834067642898,1.1801785650738594,1.0473833935558972,1.0473833932726322,1.18017840580832,1.1801790609499108,1.1801780643304483,2.0675325214538702
3.1375,1.0475288653143977,1.0475288621138859,1.2097806764191716,1.0475288506361267,1.0475288504042837,1.2097805220041522,1.209781147397237,1.2097802092396677,2.007607583931815
3.1625,1.0478681525880198,1.0478681375189112,1.237615390797444,1.04786812812619,1.047868127305037,1.2376152412424588,1.2376158365755145,1.237614956595678,1.9454847036964935
3.1875,1.0483927050712758,1.0483926783456283,1.26387315663262,1.0483926713924419,1.048392669335275,1.2638730118207206,1.2638735772836753,1.2638727541210386,1.8821598827677093
3.2125000000000004,1.0490960885001357,1.0490960503710234,1.288680977025031,1.0490960461820862,1.0490960422731455,1.2886808368095473,1.288681372899788,1.2886806044854353,1.8184855241322992
3.2375000000000003,1.0499731683846107,1.0499731191322468,1.3121210109015138,1.0499731180146696,1.0499731116593445,1.3121208750356956,1.3121213824780966,1.312120666389454,1.7551854600307024
3.2625,1.051019664799945,1.0510196047582525,1.334233502246427,1.0510196069749043,1.0510195976343297,1.334233370500101,1.3342338500643862,1.3342331838257806,1.6928688512982006
3.2875,1.052233077235492,1.052233006700387,1.3550400591408902,1.0522330125564423,1.052232999660287,1.3550399312169645,1.3550403837490634,1.3550397648909538,1.6320447599389496
3.3125,1.0536164129636134,1.053616332221626,1.3745431644388972,1.0536163420402787,1.0536163250229578,1.3745430400903658,1.3745434663779648,1.3745428925990453,1.5731411985189112
3.3375000000000004,1.0551703057563273,1.0551702150991673,1.392745202083944,1.0551702291945375,1.055170207513214,1.392745081014823,1.3927454818711524,1.3927449509767484,1.5165006132431529
3.3625000000000003,1.0568887740763557,1.0568886738041527,1.4096417525287848,1.0568886924803813,1.0568886656255003,1.4096416345212575,1.4096420106612229,1.4096415206785338,1.4623811929846084
3.3875,1.058759779818228,1.0587596702112982,1.4252401243849206,1.0587596937864028,1.0587596612556744,1.4252400092094675,1.4252403613295712,1.4252399104388473,1.4109666858811636
3.4125,1.0607652999528412,1.060765181276743,1.4395394453898689,1.060765210077431,1.0607651713871924,1.439539333005797,1.4395396615804685,1.4395392483239746,1.3623746183324243
3.4375,1.0628830909249665,1.062882963420833,1.4525189032154628,1.062882997789682,1.0628829524658912,1.4525187937698476,1.4525190990680343,1.4525187223307512,1.3166671867957547
3.4625000000000004,1.0650882176615077,1.0650880815764943,1.4640906955988058,1.0650881218422725,1.065088069456067,1.464090589805096,1.4640908715311198,1.4640905308884413,1.2738612014880317
3.4875000000000003,1.0673550913922583,1.0673549469970425,1.474067190248192,1.0673549934570588,1.0673549336415,1.474067089529818,1.4740673466888836,1.474067042533946,1.233938438873551
3.5125,1.0696586215299853,1.069658469165617,1.4820909665301656,1.0696585220399264,1.0696584545413472,1.4820908734682234,1.4820911039235725,1.4820908378897002,1.1968536991318928
3.5375,1.0719751059963905,1.0719749460903287,1.4876249973444544,1.0719750055045552,1.0719749301965606,1.4876249155534396,1.4876251161446916,1.487624890970153,1.162541672943064
3.5625,1.074282068134984,1.074281901241978,1.4899554199757787,1.0742819671868666,1.0742818841151838,1.4899553540440422,1.489955520641935,1.4899553400905319,1.1309211758661064
