Mol,Temp,y,y_pred
157mxyl_645,318.0,-0.320567739,-1.7347356
119dime_489,333.15,-2.775130333,-3.2741644
080dich_331,343.15,-0.135590616,-0.8383857
181diis_741,333.15,-1.797941693,-2.7324593
012prop_53,363.15,-3.214843826,-3.5907986
008cycl_28,323.35,-4.465058877,-4.2398286
204meth_822,312.75,-2.610079835,-2.8203049
089diet_371,293.15,-1.722323415,-2.7100987
0103eth_chloroform,298.0,-4.02,-4.349375
0025buta_carbontet,298.0,-2.48,-3.1088398
234brom_951,313.15,-1.156333491,-1.4311602
161diet_661,303.15,-3.875442909,-4.5997124
001tetr_1,298.0,0.114863378,-0.19282568
0050met_methanol,298.0,-5.31,-4.890547
035oxyl_138,313.0,-0.543397405,-1.7249546
197trif_794,323.15,-3.728218171,-3.9313269
test1020,298.0,-14.0,-15.493937
229ethe_940,286.95,1.113125536,-0.3115502
265dime_1062,373.15,-2.687914398,-3.247556
169tric_679,298.15,-1.930072327,-2.8584678
225ethe_920,280.15,-1.808840462,-3.4740822
104buty_415,353.35,-0.402062145,-1.0346098
051buty_215,313.05,-1.955185822,-2.3221161
148chlo_615,353.15,-0.615165123,-1.4882929
263isob_1051,282.85,-4.396755701,-4.8254395
195meth_783,363.15,-3.562823628,-3.7282164
219acet_898,308.15,-3.359819875,-3.3716502
239cisd_958,323.15,-0.637928104,-1.585953
197trif_794,353.15,-3.196867499,-3.192929
229ethe_940,293.65,1.24280209,-0.2036646
006hydr_26,333.15,-9.51464248,-9.424391
0244tet_chloroform,298.0,-5.84,-4.844947
259prop_1021,312.65,-1.698380824,-2.0052717
072meth_293,324.95,2.48063526,1.7358778
0129ben_carbontet,298.0,-6.28,-5.7506485
135dich_572,288.15,-3.740361212,-4.7020063
231ally_947,303.15,-3.59237466,-4.0805473
012prop_53,298.0,-4.756320792,-4.728874
0444pho,298.0,-5.06,-5.5979767
233tetr_950,293.15,2.995249212,2.8286834
0004nbu,298.0,2.08,1.0718771
155npro_638,288.0,-0.78074246,-2.1470623
139dich_584,298.15,-4.19630428,-4.3796606
011pent_43,293.35,-4.69865002,-5.389677
0119met_chloroform,298.0,-6.98,-6.7092543
007meth_27,343.15,-3.695470077,-4.5335293
161diet_661,273.15,-5.123048449,-5.7179117
233tetr_950,323.15,3.581537291,3.2634864
057trim_232,313.15,-4.068056327,-4.560625
202meth_816,292.95,-2.212283613,-2.4322743
180meth_733,288.15,-4.743711448,-5.452429
206prop_838,282.25,-3.04475784,-3.2255318
132diet_563,333.35,-2.41799392,-3.274217
248tric_988,303.25,-2.392583394,-3.3832428
0052pen,298.0,-4.47,-5.112443
023hexa_94,308.61,-0.110097845,-0.09679431
241fluo_969,320.85,-0.346068004,-1.3343369
0149mor_chloroform,298.0,-6.72,-6.007411
006hydr_26,293.15,-10.27941135,-10.341553
0141dim,298.0,-1.83,-2.387643
213octa_875,323.25,-2.669091198,-3.6799972
148chlo_615,291.15,-1.240317186,-2.4294775
194pent_782,323.15,-0.827337948,-1.4817042
027oxop_109,288.0,-6.980948825,-6.9499397
010brom_40,293.15,-0.56269602,-1.7057276
031pent_128,293.15,-3.543261633,-3.846382
122pipe_500,313.15,-6.670132914,-7.235407
085meth_357,342.95,-2.322230281,-2.5802386
067anil_274,298.55,-6.271646655,-7.170228
008cycl_28,344.25,-4.055664998,-3.7360873
035oxyl_138,308.0,-0.678688078,-1.7979083
186fluo_754,283.88,-0.393319552,-0.32998812
102hexa_410,373.15,-1.86022859,-1.6777785
199diet_798,343.15,-4.942156299,-5.3453817
223octa_909,293.15,-6.24110992,-6.9032955
078dime_320,373.15,-8.186894236,-7.8516235
229ethe_940,328.05,1.773009867,0.3090886
153ethy_629,343.15,-2.260234571,-2.611774
231ally_947,273.15,-4.148977258,-4.6709766
031pent_128,303.15,-3.318573187,-3.5281568
141dich_589,288.15,-1.498320662,-1.8672897
057trim_232,323.15,-3.776930597,-4.223098
028cycl_111,273.15,-6.401626765,-6.439577
016nona_72,363.65,-1.136315873,-2.0283384
263isob_1051,363.35,-2.665002844,-2.7228
163cycl_666,298.0,0.4,-0.6835203
0219hyd,298.0,-0.7,-1.5914147
test1005,298.0,-1.9,-2.7550576
003buta_12,284.05,1.743355137,0.71033716
225ethe_920,338.15,-0.618616825,-2.195269
221isop_900,302.85,-2.4665075,-2.8703246
148chlo_615,298.15,-1.115078831,-2.2823205
233tetr_950,363.15,3.973691992,3.525266
0180bro,298.0,-0.7,-1.8297994
010brom_40,303.15,-0.248982595,-1.5757713
0044met,298.0,-5.11,-5.4731293
016nona_72,283.05,-4.719175379,-5.4456844
