Name,ρV,N br,,N db,,N bz,,N OH,,N ph,,N Hal,N eth,,,N ald,,N ket,,Δμ PW hyd,,Δμ GF  hyd,,Δμ SDC+PW hyd,,Δμhyd SDC+GF,,Δμhyd  exp,,
"3,5-dimethylphenol",4.63,3,0,1,1,1,0,0,0,0,4.16,-6.42,-5.70,-5.45,-6.27,a
3-ethylphenol,4.59,2,0,1,1,1,0,0,0,0,4.45,-6.05,-6.42,-6.49,-6.26,a
4-ethylphenol,4.61,2,0,1,1,1,0,0,0,0,4.59,-5.91,-6.30,-6.34,-6.14,a
p-cresol,4.15,2,0,1,1,1,0,0,0,0,4.12,-5.29,-6.09,-6.01,-6.14,a
phenol,3.61,1,0,1,1,1,0,0,0,0,3.53,-4.68,-6.92,-7.13,-6.61,a
"2,3-dimethylphenol",4.51,3,0,1,1,1,0,0,0,0,4.15,-6.24,-5.54,-5.34,-6.16,b
"2,4-dimethylphenol",4.64,3,0,1,1,1,0,0,0,0,4.88,-5.62,-4.99,-4.64,-6.01,b
"2,5-dimethylphenol",4.65,3,0,1,1,1,0,0,0,0,4.06,-6.35,-5.82,-5.37,-5.92,b
"2,6-dimethylphenol",4.55,3,0,1,1,1,0,0,0,0,4.08,-6.24,-5.66,-5.32,-5.27,b
"3,4-dimethylphenol",4.55,3,0,1,1,1,0,0,0,0,3.47,-6.99,-6.27,-6.07,-6.51,b
4-n-propylphenol,5.12,2,0,1,1,1,0,0,0,0,5.68,-6.04,-5.99,-6.14,-5.91,b
4-tert-butylphenol,5.15,4,0,1,1,1,0,0,0,0,3.25,-9.57,-6.33,-6.88,-5.95,b
o-cresol,4.12,2,0,1,1,1,0,0,0,0,4.63,-4.71,-5.53,-5.45,-5.88,b
