Mol,Temp,y,y_pred
n191,298.0,-16.59,-14.711395
213octa_875,283.15,-4.564810381,-4.4783916
test4004,298.0,-0.72,-0.8339015
177trie_722,293.15,-3.253719342,-3.4484828
0113pen,298.0,-4.1,-4.236679
0162tri_chloroform,298.0,-4.13,-3.7081523
203pent_817,343.15,-3.16782083,-3.4838202
128isop_541,363.85,-0.66773258,-0.45894623
047prop_200,293.15,1.078109277,0.6454444
086acet_360,333.15,-3.653563747,-3.4957783
026prop_100,333.25,-1.952145938,-2.1452808
243meth_971,333.25,-3.504302163,-3.8463311
090nmet_375,323.15,-6.662981528,-6.5425434
026prop_100,273.15,-3.586116768,-3.932193
220tric_899,318.15,-0.165608075,-0.4686966
088tolu_370,288.0,-1.038253306,-1.0974222
134brom_571,308.15,-1.245550445,-1.3915648
232meth_949,293.15,-6.048651561,-5.9300504
0197bro,298.0,1.79,1.7155964
083hexa_352,313.15,2.673541725,2.41162
0222tri_carbontet,298.0,-8.6,-7.4437113
146hexa_604,293.15,-2.766527512,-2.8839931
086acet_360,285.15,-4.360958563,-4.0135174
209dich_853,318.15,-1.065072131,-1.2230259
198isoq_797,347.95,-4.569365313,-4.245964
211pent_864,273.15,-3.392297136,-3.2829945
217buty_888,313.15,-3.838473234,-3.907156
146hexa_604,283.15,-3.124159514,-3.1781209
056buta_230,358.15,-3.210861422,-3.4078858
036furf_139,290.15,-5.366136745,-5.0827513
014pent_65,303.15,-2.428701651,-2.729796
231ally_947,333.15,-3.16897624,-2.7662752
208tetr_850,283.15,-2.931147312,-2.8960829
0136met,298.0,-1.24,-0.8599334
0036tol_chloroform,298.0,-5.48,-5.1774178
001tetr_1,288.15,-0.121963463,-0.34527802
036furf_139,313.15,-5.005860145,-4.745243
036furf_139,343.15,-4.669433278,-4.5239544
069meth_276,323.15,-2.292728604,-2.2067223
053tetr_227,353.15,-0.300695063,-0.41054845
130nitr_552,328.15,-3.528524154,-3.473868
033diet_133,298.0,-1.96205623,-2.297862
195meth_783,273.15,-5.707890208,-5.53335
209dich_853,293.15,-1.636135824,-1.7257738
133acet_570,273.66,-4.376489196,-4.067736
030meth_125,304.05,-2.864136897,-2.8896384
001tetr_1,274.45,-0.604663846,-0.71043396
114dipr_467,333.15,-0.232240976,-0.69326806
test3007,298.0,-10.32,-9.66747
073meth_294,363.15,-3.409863195,-3.6019266
236ethy_953,363.15,-3.649885653,-3.5413725
107meth_432,371.65,-4.278204489,-3.8107061
n008_carbontet,298.0,-9.13,-7.432455
033diet_133,303.15,-1.800856663,-2.1633987
test1039,298.0,-15.5,-13.007711
007meth_27,293.15,-4.664671177,-4.3451543
232meth_949,283.15,-6.386075523,-6.0729218
0119met,298.0,-4.63,-4.7121763
062hexa_251,363.15,-2.996138327,-3.2603645
0084met_chloroform,298.0,-7.81,-6.9916677
0228met_chloroform,298.0,-3.17,-2.921578
011pent_43,298.0,-4.533571514,-4.6521835
128isop_541,303.45,-2.209581923,-2.1239548
117chlo_487,291.15,-2.666540853,-2.6794634
244dich_977,303.25,-1.907184267,-1.8854362
0028Epe_carbontet,298.0,-3.46,-3.2242322
059dich_237,343.15,-0.389349688,-0.4950199
237nbut_954,283.15,-0.922051411,-1.2093399
036furf_139,353.15,-4.569681962,-4.369672
034dibr_137,313.15,-1.528045155,-1.601677
101dime_406,293.15,-1.966160967,-1.8470452
126nitr_529,333.15,-2.89893367,-2.6100662
123dibu_505,313.15,-2.61353287,-2.7100859
056buta_230,293.19,-4.739225377,-5.0443563
065chlo_267,275.15,-1.648547653,-1.6332759
156ethy_639,282.85,-3.20081136,-3.122496
0423brt,298.0,-0.93,-0.90971494
160nndi_659,293.15,-3.57199878,-3.6157837
192tric_778,323.15,0.328848991,0.15469885
047prop_200,298.0,1.17885675,0.72746253
005dipr_16,313.15,-3.015598884,-3.1843073
078dime_320,373.15,-8.186894236,-7.176651
044hept_177,363.35,-1.711317036,-2.019385
096meth_391,303.15,-3.79835408,-3.9054058
182trim_748,353.14,0.397173273,0.18026042
098dime_400,293.15,-7.80948547,-7.887515
219acet_898,303.15,-3.444622838,-3.293713
170meth_681,291.0,-2.552916714,-2.479614
049ethy_202,304.15,-2.234748231,-2.4352956
036furf_139,323.15,-4.874577983,-4.692458
258hexa_1012,343.45,-2.146457107,-1.7964914
131hept_553,292.95,-3.234698687,-3.09016
189nmet_775,323.15,-6.032063397,-6.0584545
244dich_977,315.25,-1.538562297,-1.6518205
116tran_482,278.0,1.17,0.85785365
069meth_276,283.15,-2.918418535,-2.8154352
109ethy_443,278.0,1.03,0.72449374
207anis_848,363.85,-1.437752595,-1.5632064
001tetr_1,333.15,0.88095426,0.40947127
011pent_43,298.15,-4.533571514,-4.647848
008cycl_28,292.65,-5.201534326,-4.72157
131hept_553,312.85,-2.570135407,-2.456475
004isob_15,293.15,-3.487970028,-3.1579225
036furf_139,339.15,-4.70153391,-4.5788217
test2015,298.0,-2.33,-2.0433135
test1033,298.0,-2.6,-2.9370458
192tric_778,303.15,-0.100727845,-0.32364392
103brom_414,293.15,-0.595164781,-0.9071541
238form_957,313.15,-6.372118413,-6.045087
136etha_574,313.15,-4.544755955,-4.535673
185acen_753,304.0,-2.933066743,-3.0756862
073meth_294,353.15,-3.564380566,-3.6673298
132diet_563,343.25,-2.250156219,-2.4453104
031pent_128,353.15,-2.292928995,-1.9139502
006hydr_26,353.15,-9.24947504,-8.581831
017etha_82,298.51,-6.845807778,-6.5367403
093pyrr_383,353.15,-3.97677756,-4.090505
237nbut_954,288.15,-0.723486836,-1.0288746
203pent_817,333.15,-3.3473111,-3.6040149
001tetr_1,323.15,0.6708965,0.3546095
057trim_232,343.15,-3.289854971,-3.2613642
242tric_970,343.15,0.487886412,-0.10976386
0421dfl,298.0,1.69,1.6872594
101dime_406,312.75,-1.302793396,-1.3684993
232meth_949,373.15,-4.692958715,-4.2172937
076meth_314,373.15,-4.679295127,-4.8350754
033diet_133,280.65,-2.503292231,-2.7455523
0206tri,298.0,1.77,1.6721408
097trim_399,318.0,-0.306593095,-0.34261107
0117met,298.0,-5.57,-5.3685093
049ethy_202,273.15,-3.277532971,-3.3076696
0173tri,298.0,-0.39,-0.9860505
085meth_357,353.15,-2.114809938,-1.9814125
181diis_741,363.15,-0.841692096,-0.8947362
030meth_125,333.25,-2.297649663,-2.4223988
090nmet_375,303.15,-7.538538473,-7.535861
182trim_748,363.14,0.573838175,0.29267764
051buty_215,363.65,-0.802285057,-1.0026863
242tric_970,353.15,0.691091524,0.028366804
044hept_177,353.15,-1.981786962,-2.213831
0157flu_chloroform,298.0,-4.25,-4.7709
204meth_822,282.65,-3.497864408,-3.0955217
044hept_177,323.15,-2.906271105,-2.9981048
202meth_816,303.15,-1.827827452,-2.021594
056buta_230,353.15,-3.262475722,-3.5024815
211pent_864,323.15,-1.830061465,-1.927265
067anil_274,323.15,-5.79005708,-5.523564
236ethy_953,333.15,-4.106380149,-3.9314232
032pipe_131,293.15,-5.285077463,-5.2939825
261hexa_1039,303.15,-3.871962214,-3.8374825
117chlo_487,298.15,-2.484799981,-2.517296
198isoq_797,332.95,-4.841885744,-4.557028
216anth_887,298.0,-3.600803451,-3.6915646
266dime_1063,298.0,3.02,2.5958755
test1041,298.0,-6.0,-5.3623962
121meth_491,343.15,-1.767985044,-1.4653957
104buty_415,363.85,-0.130534204,-0.6762314
123dibu_505,293.15,-3.576660497,-3.3709037
191dime_777,283.15,-1.798170088,-1.912854
108hexy_433,283.15,-4.642414696,-4.5478683
007meth_27,333.15,-3.873788941,-3.819572
0080hex_carbontet,298.0,-5.47,-4.423868
268meth_1075,323.15,-3.357020088,-3.5734348
test1012,298.0,-17.2,-14.67793
036furf_139,334.15,-4.758897346,-4.637699
202meth_816,313.15,-1.52407866,-1.7559721
0401amia,298.0,-9.63,-9.530996
131hept_553,353.35,-1.5744268,-1.3859057
n017_carbontet,298.0,-3.14,-2.1233976
228dime_933,333.05,-5.80675437,-5.517108
216anth_887,304.0,-3.44774657,-3.5220172
065chlo_267,273.15,-1.746759864,-1.6711167
102hexa_410,293.15,-3.931681203,-4.11042
242tric_970,333.15,0.304991675,-0.24166226
224benz_919,298.0,-4.137804958,-3.6708188
200meth_808,273.65,-5.456407247,-5.4653854
272prop_1085,353.15,-0.169072802,-0.45187354
036furf_139,352.15,-4.573441296,-4.3854485
093pyrr_383,303.15,-5.317874171,-5.3103957
052diet_222,333.15,-0.826975415,-1.0779514
078dime_320,283.15,-10.20995021,-9.205538
098dime_400,273.15,-8.828686785,-8.711759
182trim_748,343.14,0.258947148,0.061846018
031pent_128,312.75,-3.083437256,-2.6510935
192tric_778,288.15,-0.470080335,-0.6280875
200meth_808,312.45,-3.909498824,-4.055495
0134nit,298.0,-4.12,-4.0561423
050meth_212,363.65,-2.558958556,-2.5770788
0139thi_chloroform,298.0,-7.61,-6.5233545
221isop_900,303.15,-2.433372165,-2.525809
test0004,298.0,1.07,0.7494178
204meth_822,298.15,-3.047890685,-2.6980941
231ally_947,343.15,-3.065662965,-2.665269
209dich_853,313.15,-1.188666231,-1.3214602
0579pyy_chloroform,298.0,-5.5,-5.0430617
0134nit_carbontet,298.0,-6.92,-5.989107
106pent_428,328.85,3.123941933,2.3662527
n011_carbontet,298.0,-7.24,-6.129269
0163chl_methanol,298.0,-2.63,-2.4698758
011pent_43,303.75,-4.321018786,-4.486335
032pipe_131,373.15,-3.124536331,-3.488893
153ethy_629,318.25,-2.428263355,-2.4866822
0207tri_chloroform,298.0,-3.03,-2.8406997
266dime_1063,293.0,2.82,2.4299357
204meth_822,343.35,-1.886376918,-1.7468214
096meth_391,343.35,-2.507012944,-2.8601785
177trie_722,303.15,-2.796893599,-3.0621932
