Mol,Temp,y,y_pred
074octa_295,288.15,2.482164433,1.9925052
0176pdi_chloroform,298.0,-6.32,-5.452814
0442pho,298.0,-4.09,-3.9905095
208tetr_850,283.15,-2.931147312,-2.7630768
0207tri_chloroform,298.0,-3.03,-3.0704105
082nona_342,353.35,-1.921504195,-2.5531182
128isop_541,333.25,-1.229560888,-0.9885207
0217wat_chloroform,298.0,-2.05,-2.5035627
240meth_959,323.15,-4.171692708,-4.14768
083hexa_352,373.15,4.036715106,3.570363
168nitr_678,283.15,-3.974989082,-3.60442
262cycl_1049,283.15,-5.613114935,-4.9460797
0117met_chloroform,298.0,-6.99,-5.9908676
070prop_277,293.15,-2.636080808,-2.4875257
185acen_753,291.0,-3.340874818,-3.0889668
0233ethb_chloroform,298.0,-7.05,-5.938795
test2003,298.0,-8.72,-8.728469
066etha_268,363.15,-5.389535766,-5.222508
0074ben_chloroform,298.0,-7.09,-6.3125567
217buty_888,333.15,-3.315406807,-3.6354418
054trif_228,363.15,-2.675583468,-2.4477425
271isob_1080,303.95,-2.007966703,-2.035396
099prop_404,295.95,1.94972754,1.4626123
269chlo_1078,303.15,-0.701320571,-0.8156444
269chlo_1078,313.15,-0.56559893,-0.7358823
0044met_carbontet,298.0,-2.25,-1.8400239
090nmet_375,353.15,-5.471329869,-5.378904
256hexa_1007,313.15,0.4500458,-0.09662652
0428ami,298.0,-11.96,-11.502729
128isop_541,323.15,-1.580542656,-1.1653607
262cycl_1049,313.35,-4.954236057,-4.626364
066etha_268,373.15,-5.068901033,-4.946166
065chlo_267,298.15,-1.072852225,-0.9864781
061cycl_241,283.15,-6.206513125,-6.0696716
101dime_406,273.15,-2.637622407,-2.9969444
035oxyl_138,275.0,-1.553142652,-1.6475381
047prop_200,318.15,1.51522053,0.9246098
072meth_293,324.95,2.48063526,2.138092
259prop_1021,302.75,-2.004967685,-1.4303291
165chlo_671,345.65,0.744177695,0.30153406
035oxyl_138,333.0,-0.178224395,-0.43882167
108hexy_433,363.15,-2.237073506,-2.5959272
0233ethb,298.0,-9.71,-8.499304
047prop_200,293.15,1.078109277,0.5496024
035oxyl_138,313.0,-0.543397405,-0.8485298
129naph_551,288.5,-2.659702062,-2.3950415
104buty_415,343.35,-0.546687775,-0.74642164
034dibr_137,293.15,-1.96648629,-1.7154725
184carb_752,283.15,0.080053423,0.05293727
064prop_265,363.15,-2.806217667,-3.2800498
test1003,298.0,-2.1,-1.9690411
227hept_923,363.65,-1.341180677,-1.2368501
0080hex,298.0,-3.29,-3.1483612
126nitr_529,353.15,-2.601055896,-2.6815047
010brom_40,298.0,-0.401464963,-0.9574878
0086eth_chloroform,298.0,-4.74,-4.0989556
0044met,298.0,-5.11,-4.971208
017etha_82,277.78,-7.195459483,-6.998518
114dipr_467,298.15,-1.197372556,-1.55111
119dime_489,343.35,-2.467503829,-2.7261715
049ethy_202,333.55,-1.437601195,-1.0429561
258hexa_1012,323.15,-2.598682893,-2.4967663
058phen_233,333.45,-5.506594183,-5.1594014
065chlo_267,323.15,-0.5674745,-0.69394803
232meth_949,371.65,-4.707243025,-4.562115
114dipr_467,273.15,-2.176541404,-2.2629678
137ethy_576,277.65,-1.392795324,-1.3381058
158hexa_646,296.09,-4.340129286,-4.3038006
120dibr_490,323.15,-1.514128396,-1.6196191
258hexa_1012,353.85,-1.950463352,-1.8685833
049ethy_202,273.15,-3.277532971,-2.943828
047prop_200,311.15,1.376625637,0.82502353
061cycl_241,353.65,-3.80840299,-3.9135928
191dime_777,292.6,-1.613993146,-1.7092721
077meth_318,298.15,-4.188811275,-4.095782
259prop_1021,273.15,-3.19373192,-2.7425256
158hexa_646,278.69,-5.093861094,-4.965205
062hexa_251,333.15,-3.739465926,-3.9749537
047prop_200,320.15,1.552988487,0.9521364
047prop_200,298.0,1.17885675,0.6238898
084tert_354,282.35,-2.432190606,-2.141956
196ethy_784,303.75,-1.9469473,-1.6149886
n017_chloroform,298.0,-4.7,-4.095918
198isoq_797,332.95,-4.841885744,-4.939828
024chlo_95,333.15,0.905354568,0.62759054
247hydr_987,303.15,-0.495228449,-0.7599848
191dime_777,287.05,-1.701318212,-1.7972944
104buty_415,282.45,-2.34364044,-2.363052
216anth_887,298.0,-3.600803451,-3.269886
083hexa_352,333.15,3.144089135,3.0785894
233tetr_950,303.15,3.220275517,3.0789108
113brom_466,283.16,-1.089200663,-1.201471
0440pho,298.0,-7.28,-6.830575
n006,298.0,-4.48,-4.8374376
082nona_342,343.65,-2.430480739,-2.859736
0238met,298.0,-2.04,-2.64251
192tric_778,283.15,-0.597610479,-0.66954863
044hept_177,353.15,-1.981786962,-2.4125266
0088but,298.0,-6.36,-6.287898
128isop_541,363.85,-0.66773258,-0.4819051
0122Nme_carbontet,298.0,-6.58,-5.3459635
004isob_15,363.15,-2.287973393,-2.1272416
087meth_361,273.15,-5.845092077,-5.7923994
0200tet,298.0,3.16,2.6793447
165chlo_671,293.15,-0.059809338,-0.36429822
112bisc_456,364.85,-2.368279239,-2.126307
208tetr_850,273.15,-3.261207568,-3.074286
0095eth_carbontet,298.0,-4.4,-4.212337
133acet_570,333.15,-3.171778171,-2.9681547
114dipr_467,343.15,-0.033176233,-0.5596646
059dich_237,297.75,-1.401045226,-1.3670865
0093met_carbontet,298.0,-3.82,-3.3744788
008cycl_28,273.15,-5.740438452,-5.48706
053tetr_227,283.15,-1.749795059,-1.6732584
225ethe_920,297.15,-1.370730013,-1.4270144
164meth_670,343.75,-2.263389626,-2.1874733
062hexa_251,273.15,-5.953683072,-5.8465424
177trie_722,283.15,-3.747054396,-3.4143307
186fluo_754,373.15,0.497281574,0.05276251
131hept_553,322.95,-2.298559617,-2.4782984
074octa_295,298.15,2.926395891,2.3473678
006hydr_26,313.15,-9.856323526,-9.535759
004isob_15,343.15,-2.582796653,-2.342272
198isoq_797,321.55,-5.058544998,-5.111114
244dich_977,303.25,-1.907184267,-1.6682831
220tric_899,308.15,-0.349078486,-0.75909173
084tert_354,333.65,-0.944608137,-0.6321182
083hexa_352,363.15,3.81932957,3.5548453
0110but_carbontet,298.0,-5.35,-4.126478
243meth_971,293.25,-4.737112909,-4.7135816
244dich_977,315.25,-1.538562297,-1.306439
260ethy_1031,313.25,-1.715373553,-1.534121
057trim_232,281.35,-5.371036481,-5.2041254
054trif_228,353.15,-2.860975324,-2.5505795
106pent_428,283.15,1.853306741,1.3394436
015quin_71,373.15,-2.500436063,-2.920389
0001met,298.0,2.0,1.9313315
028cycl_111,343.45,-4.280303701,-4.41137
217buty_888,283.15,-4.798715993,-4.867913
010brom_40,283.15,-0.898539451,-1.2213092
235acet_952,273.45,-10.36270544,-9.974007
008cycl_28,333.65,-4.25829599,-3.9079447
049ethy_202,353.45,-1.009080828,-0.552662
test1060,298.0,-8.9,-8.398737
191dime_777,302.7,-1.42762823,-1.5960985
163cycl_666,303.0,0.53,-0.17300403
057trim_232,323.15,-3.776930597,-3.7627687
260ethy_1031,343.55,-0.965334741,-0.726196
263isob_1051,343.25,-3.000483577,-2.4638748
200meth_808,273.65,-5.456407247,-5.6197925
030meth_125,333.25,-2.297649663,-2.1218367
269chlo_1078,373.15,0.013767853,-0.18590188
105ethy_425,313.15,-3.232968139,-2.932241
101dime_406,363.45,-0.06231137,-0.4282304
269chlo_1078,273.15,-1.18306704,-1.1438327
107meth_432,283.15,-5.863944067,-6.1048894
049ethy_202,293.15,-2.58512486,-2.2354643
223octa_909,333.15,-4.787146882,-4.797496
114dipr_467,363.15,0.252398687,-0.18136787
158hexa_646,300.09,-4.185494587,-4.164996
243meth_971,283.15,-5.124264643,-5.047392
059dich_237,313.15,-0.950550392,-1.0729604
252phen_995,277.1,-4.294177401,-3.8670135
066etha_268,293.15,-7.76723876,-7.8801403
072meth_293,348.35,2.746964993,2.249905
047prop_200,295.15,1.115527158,0.579862
264brom_1061,278.15,-1.161872378,-1.5161138
233tetr_950,333.15,3.719624864,3.3468661
099prop_404,332.15,2.682398962,2.0174074
086acet_360,343.15,-3.592224109,-3.3128195
016nona_72,273.15,-5.233009639,-5.3362246
113brom_466,313.21,-0.593316594,-0.9101019
070prop_277,285.65,-2.802494424,-2.6556582
201cume_815,303.09,-0.451666866,-0.6133398
158hexa_646,306.19,-3.96554836,-3.990096
0133nit,298.0,-3.08,-3.1018028
116tran_482,283.0,1.36,1.033549
090nmet_375,343.15,-5.852969273,-5.73533
247hydr_987,313.15,-0.39932302,-0.6776823
test2019,298.0,-10.78,-10.780735
081hexa_332,313.15,-3.583846041,-3.7858682
045meth_187,323.15,1.108710526,0.72190034
066etha_268,343.15,-6.044388052,-5.8416877
076meth_314,373.15,-4.679295127,-4.973157
116tran_482,293.0,1.73,1.3278083
205hept_828,313.25,3.247343152,2.6342487
148chlo_615,333.15,-0.731457779,-0.54603255
010brom_40,273.15,-1.236706369,-1.3978624
0063die_chloroform,298.0,-4.32,-3.6812332
0240met,298.0,-3.91,-3.692308
091buta_380,273.15,-3.747873673,-3.320283
174hexa_712,288.15,2.162906407,1.5445055
192tric_778,298.15,-0.210880906,-0.40843785
146hexa_604,363.15,-0.984491925,-0.79275686
005dipr_16,313.15,-3.015598884,-3.260665
108hexy_433,283.15,-4.642414696,-4.6811376
053tetr_227,323.15,-0.717574579,-0.8608422
262cycl_1049,353.15,-4.400300113,-4.0321093
0403thi,298.0,-10.4,-10.425983
0245thi,298.0,-1.42,-1.7351105
040dime_157,372.25,3.980073283,2.8110218
0098met_carbontet,298.0,-5.71,-5.3369794
225ethe_920,313.15,-1.027299998,-1.1239585
002dime_2,333.85,-0.745015108,-0.7709353
079octy_321,302.55,-2.421682337,-2.1835542
172pent_692,353.25,-1.001288754,-0.66989696
0031pro,298.0,-0.31,-1.0045658
test2023,298.0,3.43,3.5879154
255cycl_1006,293.15,0.685429019,0.23518884
213octa_875,333.15,-2.317157261,-2.5625613
195meth_783,323.15,-4.30888643,-4.182954
073meth_294,343.15,-3.737874644,-3.6980267
0417brp,298.0,-0.86,-1.1849062
201cume_815,308.09,-0.308971774,-0.4725151
165chlo_671,308.15,0.195233076,-0.15758395
236ethy_953,363.15,-3.649885653,-3.7556415
148chlo_615,313.15,-0.91556113,-0.8599539
105ethy_425,353.35,-2.199286724,-1.8932123
0095eth,298.0,-3.1,-3.070581
203pent_817,343.15,-3.16782083,-2.866765
0077cyc,298.0,-4.68,-4.7113023
0138pro,298.0,-1.05,-1.0224333
198isoq_797,341.85,-4.690667667,-4.815459
086acet_360,285.15,-4.360958563,-4.1860147
124meth_515,282.65,-5.815975018,-5.687566
158hexa_646,302.09,-4.113755514,-4.102948
102hexa_410,273.15,-4.708587762,-4.426714
113brom_466,288.14,-0.988430603,-1.1586185
0202bro,298.0,-1.95,-2.1138282
029pent_116,353.15,-2.626143758,-2.726835
269chlo_1078,323.15,-0.441638177,-0.646387
198isoq_797,337.15,-4.747460826,-4.8815885
076meth_314,293.15,-6.694697397,-6.7086415
137ethy_576,291.05,-0.953156453,-1.0282394
262cycl_1049,343.65,-4.482345777,-4.1551027
188pent_765,313.15,-3.595128826,-3.7817664
264brom_1061,288.15,-0.930921674,-1.3693316
195meth_783,313.15,-4.545037815,-4.3855286
131hept_553,353.35,-1.5744268,-1.6106197
098dime_400,273.15,-8.828686785,-8.14428
044hept_177,333.45,-2.546759618,-2.8707452
090nmet_375,283.15,-8.483970443,-8.304607
216anth_887,277.1,-4.137344176,-3.7770057
112bisc_456,343.75,-2.666383075,-2.2684994
174hexa_712,372.25,4.203224889,3.5385675
259prop_1021,282.75,-2.790065852,-2.3139381
083hexa_352,323.15,2.910936629,2.853478
008cycl_28,292.65,-5.201534326,-4.902031
test2007,298.0,-18.06,-18.482468
035oxyl_138,318.0,-0.437049832,-0.7434467
135dich_572,298.15,-3.383198763,-3.455503
063octa_255,283.15,-4.67994887,-4.6323466
044hept_177,363.35,-1.711317036,-2.180519
148chlo_615,279.15,-1.498182527,-1.4616121
073meth_294,293.15,-4.910586988,-4.849332
030meth_125,293.35,-3.102559918,-2.9590967
041ethy_159,293.15,-5.359519232,-5.645864
0098met_chloroform,298.0,-6.68,-5.8313074
252phen_995,291.0,-3.938954943,-3.493628
227hept_923,343.25,-1.747477709,-1.7064734
035oxyl_138,288.0,-1.189686439,-1.3983636
185acen_753,277.1,-3.78300338,-3.3671594
002dime_2,313.65,-1.398201376,-1.5359462
244dich_977,308.05,-1.735798516,-1.5218977
113brom_466,298.13,-0.811560821,-1.0740166
0117met,298.0,-5.57,-5.0845895
083hexa_352,293.15,2.185473696,2.2423477
146hexa_604,353.15,-1.090081176,-1.0113637
037hept_141,333.55,-2.53165451,-2.8320327
262cycl_1049,303.15,-5.161683618,-4.766085
072meth_293,335.45,2.610019809,2.1908822
076meth_314,323.15,-5.861020787,-5.78609
172pent_692,309.65,-2.144967157,-1.640121
0046eth,298.0,-9.3,-8.999829
154meth_632,292.85,-2.876391286,-2.7243614
231ally_947,363.15,-2.967755504,-2.7998617
072meth_293,285.05,1.822430337,1.8165058
n017,298.0,-8.58,-8.994372
124meth_515,312.65,-4.367732717,-4.2928033
126nitr_529,333.15,-2.89893367,-3.0556467
164meth_670,312.75,-3.008779727,-2.9738407
040dime_157,298.15,2.361994571,1.7401956
201cume_815,343.49,0.480274126,0.34416592
183vale_749,273.15,-4.194742136,-3.8102813
0229hyd_chloroform,298.0,-4.42,-3.8480296
184carb_752,303.15,0.486462129,0.552369
231ally_947,293.15,-3.775984,-3.5744157
0038oxy_chloroform,298.0,-6.23,-5.2636495
191dime_777,318.15,-1.190400342,-1.4467787
006hydr_26,273.15,-10.78946824,-10.524102
0024met,298.0,1.16,0.7178718
170meth_681,283.15,-2.807815743,-2.5239382
221isop_900,293.05,-2.731186652,-2.441389
017etha_82,308.64,-6.678297821,-6.2131515
146hexa_604,303.15,-2.416292994,-2.2943003
0120met,298.0,-4.77,-4.625297
035oxyl_138,308.0,-0.678688078,-0.95179665
208tetr_850,313.15,-2.075153973,-1.988994
090nmet_375,273.15,-8.984406897,-8.708875
119dime_489,285.15,-4.369517983,-4.46405
066etha_268,283.15,-8.127779264,-8.082949
