Mol,Temp,y,y_pred
206prop_838,273.15,-3.387435413,-2.8896067
210buty_854,293.15,-2.432062041,-2.1055532
264brom_1061,298.15,-0.714041323,-0.79527545
0169chl,298.0,-0.59,-0.17082
149etha_616,303.65,2.03951224,1.8323224
0179tri,298.0,-1.98,-1.7998259
063octa_255,293.25,-4.118829777,-4.1230526
0008noc_chloroform,298.0,-5.25,-4.4505873
068nitr_275,293.15,-3.803245117,-3.656845
126nitr_529,288.15,-3.895754057,-3.8738017
0233ethb_chloroform,298.0,-7.05,-5.6868095
248tric_988,321.05,-1.974097641,-1.5608573
0090hex_carbontet,298.0,-6.99,-5.98018
204meth_822,343.35,-1.886376918,-1.1748917
167cisd_673,293.0,1.42,1.6616628
215nndi_886,273.15,-8.362788687,-8.075545
231ally_947,323.15,-3.315733183,-3.0230916
160nndi_659,333.15,-2.528775842,-2.503088
183vale_749,343.15,-2.810968194,-2.1766052
0087pro_chloroform,298.0,-5.37,-5.116825
207anis_848,293.15,-2.838951827,-2.4482677
016nona_72,303.15,-3.606983178,-3.3028636
233tetr_950,323.15,3.581537291,3.611264
037hept_141,353.65,-1.920120026,-1.9131798
0073pen,298.0,-3.03,-2.6059084
067anil_274,321.15,-5.82045455,-5.5538635
231ally_947,293.15,-3.775984,-3.527578
202meth_816,323.15,-1.200407552,-0.8399234
0149mor_chloroform,298.0,-6.72,-5.4549294
202meth_816,303.15,-1.827827452,-1.4939224
088tolu_370,295.7,-0.863309371,-0.6362077
158hexa_646,363.15,-2.433316864,-2.3864202
169tric_679,298.15,-1.930072327,-1.7047112
188pent_765,343.15,-2.763718702,-2.7208712
0417brp,298.0,-0.86,-1.0156748
162phen_665,300.15,-6.100300426,-5.868269
095pent_387,292.45,-3.516049059,-2.7982922
258hexa_1012,333.65,-2.352053899,-1.6852698
256hexa_1007,313.15,0.4500458,0.36718202
141dich_589,313.15,-1.083100606,-0.89224505
229ethe_940,338.15,1.895776274,2.0614383
162phen_665,277.15,-6.524463081,-6.394418
102hexa_410,363.15,-2.078290337,-2.3389184
207anis_848,343.35,-1.692662196,-1.7364368
215nndi_886,333.15,-6.922432765,-6.6560936
041ethy_159,293.15,-5.359519232,-5.004285
0054hex_carbontet,298.0,-5.04,-4.3550215
204meth_822,273.15,-3.855429838,-3.024555
116tran_482,278.0,1.17,1.4081552
013hept_55,313.15,-3.297459775,-3.3984537
042cycl_160,363.75,-3.588510425,-3.5382957
233tetr_950,303.15,3.220275517,3.2419088
146hexa_604,323.15,-1.799132666,-1.5926306
219acet_898,288.15,-3.667217709,-3.4712796
235acet_952,273.15,-10.34975409,-9.955258
163cycl_666,293.0,0.26,0.2565515
0421dfl,298.0,1.69,1.7187712
0144thi,298.0,-2.73,-2.185056
0035ben_chloroform,298.0,-4.64,-4.323213
131hept_553,333.35,-2.031519017,-1.5557337
239cisd_958,288.15,-1.133455158,-1.0864158
177trie_722,313.15,-2.375372389,-2.2276678
228dime_933,292.95,-6.647583242,-6.1742735
155npro_638,313.15,-0.139304906,0.094244
175tetr_718,354.45,3.986890113,3.7182453
232meth_949,293.1,-6.088118264,-5.9221697
039dime_156,282.65,-3.181948801,-2.8198285
234brom_951,293.15,-1.590148485,-1.1812637
153ethy_629,328.65,-2.335128029,-2.193172
147hydr_614,293.15,-9.780971265,-9.2074585
272prop_1085,293.15,-1.055804933,-0.79104674
196ethy_784,312.95,-1.608175914,-1.4079046
034dibr_137,298.0,-1.794562324,-1.6367085
244dich_977,303.25,-1.907184267,-1.6007648
090nmet_375,293.15,-8.002226938,-7.5341406
158hexa_646,353.45,-2.631060622,-2.634519
056buta_230,313.15,-4.147759761,-4.185425
095pent_387,353.35,-2.147590574,-1.4260566
088tolu_370,280.06,-1.316794276,-0.9617598
179cycl_732,307.95,0.402329613,0.48891044
039dime_156,292.35,-2.888975886,-2.372573
133acet_570,333.15,-3.171778171,-2.97147
177trie_722,273.15,-4.278188686,-3.8150682
096meth_391,363.35,-2.026643783,-1.9650385
204meth_822,292.55,-3.199808138,-2.4254818
198isoq_797,329.15,-4.910579218,-4.5353956
177trie_722,343.15,-1.311700944,-1.2234362
262cycl_1049,333.75,-4.608650056,-3.8112793
0060dim,298.0,-1.92,-1.7833037
073meth_294,353.15,-3.564380566,-3.356207
041ethy_159,283.15,-5.619350866,-5.400221
0519dim_chloroform,298.0,-8.38,-7.321783
0079pen,298.0,-3.41,-2.6100924
084tert_354,343.65,-0.750363852,-0.20712256
210buty_854,363.45,-0.174074291,0.2928002
044hept_177,343.45,-2.291227991,-2.19478
105ethy_425,323.15,-2.959642357,-2.486888
052diet_222,293.15,-1.754831823,-1.4555687
164meth_670,273.15,-4.092715983,-3.391016
131hept_553,312.85,-2.570135407,-2.0343673
233tetr_950,373.15,4.00748133,3.627453
259prop_1021,302.75,-2.004967685,-1.744049
255cycl_1006,303.15,0.880409691,0.7738478
218tetr_891,293.15,-5.040111041,-4.7797313
0049but,298.0,-4.72,-4.6777287
0198chl,298.0,-0.77,-0.46176434
219acet_898,278.0,-3.942444293,-3.6752176
010brom_40,298.15,-0.401464963,-0.54199123
194pent_782,313.15,-1.077625388,-0.89528775
166chlo_672,288.15,-1.162818197,-0.89314365
225ethe_920,313.15,-1.027299998,-0.96525264
095pent_387,298.15,-3.318376341,-2.608038
169tric_679,333.15,-1.257605258,-0.8995025
021benz_92,313.15,-6.278127244,-5.860381
095pent_387,333.25,-2.540916889,-1.6876966
232meth_949,293.25,-6.04689091,-5.9182787
229ethe_940,296.35,1.298935341,1.3695691
232meth_949,283.15,-6.386075523,-6.1853228
158hexa_646,373.15,-2.274589825,-2.1922941
146hexa_604,343.15,-1.253439182,-1.0997471
184carb_752,283.15,0.080053423,0.24415112
229ethe_940,328.05,1.773009867,1.8958652
002dime_2,313.65,-1.398201376,-1.0068088
055nitr_229,283.15,-9.97768505,-9.171218
194pent_782,303.15,-1.355993904,-1.1172765
