Mol,Temp,y,y_pred
060dibr_238,333.15,-1.491166021,-1.3649077
267octa_1065,323.15,-2.502444729,-2.4576938
049ethy_202,323.15,-1.666417054,-1.2998561
001tetr_1,343.15,1.096313357,0.56636596
058phen_233,292.85,-6.463882785,-6.547068
162phen_665,371.65,-4.968169298,-5.3828363
176benz_721,336.15,-0.246685806,-0.21063375
236ethy_953,293.15,-5.180663703,-5.2698407
test1011,298.0,-3.5,-3.0362382
033diet_133,355.15,-0.658185222,-0.7962438
203pent_817,283.15,-4.600151751,-4.975035
030meth_125,273.15,-3.587527831,-3.3256748
115nmet_477,353.15,-2.141447844,-2.06656
271isob_1080,303.95,-2.007966703,-1.8447152
186fluo_754,303.15,-0.152288537,-0.3448615
272prop_1085,343.15,-0.257031456,-0.30348182
079octy_321,282.35,-3.42978931,-2.7250824
235acet_952,273.15,-10.34975409,-10.765945
095pent_387,333.25,-2.540916889,-2.3439791
261hexa_1039,303.15,-3.871962214,-3.6393669
119dime_489,293.15,-4.141572824,-4.271472
271isob_1080,282.95,-2.62446661,-2.3395493
266dime_1063,288.0,2.6,2.4563947
086acet_360,285.15,-4.360958563,-4.4795513
270dime_1079,273.15,-3.844028313,-4.0705338
243meth_971,333.25,-3.504302163,-3.1295855
176benz_721,363.14,0.012853921,0.29819965
165chlo_671,307.75,0.21426508,0.30497837
141dich_589,293.15,-1.39892403,-1.3296578
220tric_899,318.15,-0.165608075,0.013892174
"1,3-butadiene_methanol",298.0,-2.15,-2.4584746
225ethe_920,313.15,-1.027299998,-0.9947827
test4001_chloroform,298.0,-6.6,-5.992852
268meth_1075,283.25,-4.800591345,-4.702747
test4002,298.0,-2.49,-2.6012852
272prop_1085,293.15,-1.055804933,-1.0030878
224benz_919,288.0,-4.346122766,-4.5322704
177trie_722,353.15,-1.020787586,-1.2215879
238form_957,303.15,-6.50891998,-6.7070737
0028Epe,298.0,1.34,1.2972145
062hexa_251,303.15,-4.717546116,-5.0316577
176benz_721,373.14,0.073335637,0.43354082
164meth_670,343.75,-2.263389626,-2.287889
n191,298.0,-16.59,-17.339743
093pyrr_383,323.15,-4.725996934,-4.705554
262cycl_1049,323.15,-4.778200493,-4.779534
101dime_406,343.35,-0.545550385,-0.29996157
233tetr_950,373.15,4.00748133,3.9639592
115nmet_477,313.15,-3.32901791,-3.4123435
112bisc_456,313.15,-3.177924403,-3.3214784
113brom_466,333.15,-0.294421936,-0.23674726
